# File: USDA_an_Stocks.csv
# Title: USDA NASS livestock animal inventories
# Units: Inventory (heads)
# Source: United States Department of Agriculture National Agriculture Statistics Service: https://quickstats.nass.usda.gov/
# Comments: Includes some missing values for states not reporting inventories
# Column types: ciccciiccccn
# ----------
Program,Year,Period,Geo Level,State,State ANSI,watershed_code,Commodity,Data Item,Domain,Domain Category,Value
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"8,972"
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"170,380,435"
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"12,545,952"
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"3,731"
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"61,090"
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"8,165"
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"1,221"
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"41,610"
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"4,664"
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,"3,889"
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"109,316"
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"10,580"
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"18,808"
CENSUS,2012,END OF DEC,STATE,ARKANSAS,5,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"8,821,769"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"2,971,282"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"583,594"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"1,815,655"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"42,268,482"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"19,000,779"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"1,399,187"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"142,555"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"6,698"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"7,079"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"140,042"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"43,252"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,"3,085"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"111,893"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"20,869"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"668,517"
CENSUS,2012,END OF DEC,STATE,CALIFORNIA,6,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"4,532,307"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"1,816,055"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"683,291"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"130,736"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"19,571"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"4,195,691"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"3,704"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"110,360"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"5,902"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"1,508"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"34,757"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"9,723"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,"2,826"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"727,301"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"3,145"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"401,376"
CENSUS,2012,END OF DEC,STATE,COLORADO,8,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"3,761"
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"22,458"
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"8,080"
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"17,740"
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"79,605"
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"2,108"
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"17,424"
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,803
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,473
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"4,393"
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"1,933"
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,377
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"4,737"
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"1,480"
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"6,093"
CENSUS,2012,END OF DEC,STATE,CONNECTICUT,9,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"9,421"
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"9,880"
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,833"
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"4,512"
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"43,206,514"
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,789
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"6,157"
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,104
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,93
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"2,008"
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,382
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,132
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"5,891"
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,136
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"1,040"
CENSUS,2012,END OF DEC,STATE,DELAWARE,10,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,778
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"569,313"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"982,790"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"123,220"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"11,031,656"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"9,386,611"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"13,496"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"121,034"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"8,633"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"3,994"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"52,052"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"9,208"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,"5,884"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"14,915"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"4,890"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"18,232"
CENSUS,2012,END OF DEC,STATE,FLORIDA,12,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"5,567"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"484,283"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"469,942"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"79,492"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"243,463,943"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"17,445,067"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"5,612"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"69,861"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"8,863"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,789
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"71,709"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"4,557"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,"3,512"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"153,733"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,RABBITS,"RABBITS, LIVE - INVENTORY",TOTAL,NOT SPECIFIED,"3,600"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"21,798"
CENSUS,2012,END OF DEC,STATE,GEORGIA,13,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"2,661"
CENSUS,2012,END OF DEC,STATE,HAWAII,15,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"60,082"
CENSUS,2012,END OF DEC,STATE,HAWAII,15,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,
CENSUS,2012,END OF DEC,STATE,HAWAII,15,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,
CENSUS,2012,END OF DEC,STATE,HAWAII,15,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"3,375"
CENSUS,2012,END OF DEC,STATE,HAWAII,15,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"244,343"
CENSUS,2012,END OF DEC,STATE,HAWAII,15,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"1,275"
CENSUS,2012,END OF DEC,STATE,HAWAII,15,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"5,114"
CENSUS,2012,END OF DEC,STATE,HAWAII,15,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,369
CENSUS,2012,END OF DEC,STATE,HAWAII,15,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,199
CENSUS,2012,END OF DEC,STATE,HAWAII,15,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"12,996"
CENSUS,2012,END OF DEC,STATE,HAWAII,15,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,991
CENSUS,2012,END OF DEC,STATE,HAWAII,15,0,GUINEAS,GUINEAS - INVENTORY,TOTAL,NOT SPECIFIED,75
CENSUS,2012,END OF DEC,STATE,HAWAII,15,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"11,441"
