# File: Dooley_CCS_USA.csv
# Title: CO2 Storage Capacity
# Units: In columns
# Source: Dahowski, R., Dooley, J., Davidson, C., Bachu, S. & Gupta, N. Building the Cost Curves for CO2 Storage: North America. IEA Greenhouse Gas R&D Programme, Cheltenham, UK. (2005).
# Wise, M., Dooley, J., Dahowski, R. & Davidson, C. Modeling the impacts of climate policy on the deployment of carbon dioxide capture and geologic storage across electric power regions in the United States. International Journal of Greenhouse Gas Control 1, 261-270 (2007).
# Dahowski, R. T., Davidson, C. L., Li, X. C. & Wei, N. A $70/tCO2 greenhouse gas mitigation backstop for China's industrial and electric power sectors: Insights from a comprehensive CCS cost curve. International Journal of Greenhouse Gas Control 11, 73-85, doi:10.1016/j.ijggc.2012.07.024 (2012).
# Dahowski, R., Davidson, C. & Dooley, J. Comparing large scale CCS deployment potential in the USA and China: A detailed analysis based on country-specific CO2 transport & storage cost curves. Energy Procedia 4, 2732-2739, doi:DOI: 10.1016/j.egypro.2011.02.175 (2011).
# Column types: cccnn 
# ----------
Timestep,GENUNIT,state,CO2_Mt,Cost_2005USDtCO2
TS3,P1279,WI,6.7,7.11
TS4,P1279,WI,6.7,7.11
TS5,P1279,WI,6.7,7.11
TS1,P1296,WV,10.5,7.13
TS2,P1296,WV,10.5,7.13
TS3,P1296,WV,10.5,7.13
TS4,P1296,WV,10.5,7.13
TS5,P1296,WV,10.5,7.13
TS1,P0312,GA,3.6,7.14
TS2,P0312,GA,3.6,7.14
TS3,P0312,GA,3.6,7.14
TS4,P0312,GA,3.6,7.14
TS5,P0312,GA,3.6,7.14
TS4,P1179,TX,21.6,7.15
TS5,P1179,TX,21.6,7.15
TS1,C01960,NE,10.1,7.15
TS2,C01960,NE,10.1,7.15
TS3,C01960,NE,10.1,7.15
TS4,C01960,NE,10.1,7.15
TS5,C01960,NE,10.1,7.15
TS1,P0390,IL,3.9,7.16
TS2,P0390,IL,3.9,7.16
TS3,P0390,IL,3.9,7.16
TS4,P0390,IL,3.9,7.16
TS5,P0390,IL,3.9,7.16
TS1,P1210,VA,16.6,7.16
TS2,P1210,VA,16.6,7.16
TS3,P1210,VA,16.6,7.16
TS4,P1210,VA,16.6,7.16
TS5,P1210,VA,16.6,7.16
TS2,R00641,KS,18,7.17
TS3,R00641,KS,18,7.17
TS4,R00641,KS,18,7.17
TS5,R00641,KS,18,7.17
TS2,G01648,TX,3.6,7.17
TS3,G01648,TX,3.6,7.17
TS4,G01648,TX,3.6,7.17
TS5,G01648,TX,3.6,7.17
TS1,P0579,MD,9.7,7.18
TS2,P0579,MD,9.7,7.18
TS3,P0579,MD,9.7,7.18
TS4,P0579,MD,9.7,7.18
TS5,P0579,MD,9.7,7.18
TS2,G01578,TX,6.6,7.2
TS3,G01578,TX,6.6,7.2
TS4,G01578,TX,6.6,7.2
TS2,A00385,OK,5.9,7.2
TS3,A00385,OK,5.9,7.2
TS4,A00385,OK,5.9,7.2
TS5,A00385,OK,5.9,7.2
TS1,P1129,TX,6.6,7.2
TS2,P1129,TX,6.6,7.2
TS3,P1129,TX,6.6,7.2
TS4,P1129,TX,6.6,7.2
TS1,P0946,OR,5.9,7.21
TS2,P0946,OR,5.9,7.21
TS3,P0946,OR,5.9,7.21
TS4,P0946,OR,5.9,7.21
TS5,P0946,OR,5.9,7.21
TS1,I00843,SC,15.5,7.22
TS2,I00843,SC,15.5,7.22
TS3,I00843,SC,15.5,7.22
TS4,I00843,SC,15.5,7.22
TS5,I00843,SC,15.5,7.22
TS1,P0292,FL,10.4,7.22
TS2,P0292,FL,10.4,7.22
TS3,P0292,FL,10.4,7.22
TS4,P0292,FL,10.4,7.22
TS5,P0292,FL,10.4,7.22
TS1,P0794,NJ,9.1,7.23
TS2,P0794,NJ,9.1,7.23
TS3,P0794,NJ,9.1,7.23
TS4,P0794,NJ,9.1,7.23
TS5,P0794,NJ,9.1,7.23
TS4,P1159,TX,13.7,7.23
TS5,P1159,TX,13.7,7.23
TS2,EL0156,WI,6,7.24
TS3,EL0156,WI,6,7.24
TS4,EL0156,WI,6,7.24
TS5,EL0156,WI,6,7.24
TS4,P0512,LA,20.4,7.25
TS5,P0512,LA,20.4,7.25
TS1,P0297,FL,7.5,7.25
TS2,P0297,FL,7.5,7.25
TS3,P0297,FL,7.5,7.25
TS4,P0297,FL,7.5,7.25
TS5,P0297,FL,7.5,7.25
TS1,P0264,FL,4.9,7.26
TS2,P0264,FL,4.9,7.26
TS3,P0264,FL,4.9,7.26
TS4,P0264,FL,4.9,7.26
TS5,P0264,FL,4.9,7.26
TS2,P1315,WY,2.4,7.26
TS1,P0861,NY,16.7,7.26
TS2,P0861,NY,16.7,7.26
TS3,P0861,NY,16.7,7.26
TS4,P0861,NY,16.7,7.26
TS5,P0861,NY,16.7,7.26
TS3,P1311,WY,3.6,7.26
TS4,P1311,WY,3.6,7.26
TS5,P1311,WY,3.6,7.26
TS2,R00682,NM,3.6,7.27
TS3,R00682,NM,3.6,7.27
TS4,R00682,NM,3.6,7.27
TS1,P1081,TX,3.8,7.28
TS2,P1081,TX,3.8,7.28
TS3,P1081,TX,3.8,7.28
TS4,P1081,TX,3.8,7.28
TS5,P1081,TX,3.8,7.28
TS3,P1174,TX,9,7.29
TS1,P0819,NY,38.8,7.29
TS2,P0819,NY,38.8,7.29
TS3,P0819,NY,38.8,7.29
TS4,P0819,NY,38.8,7.29
TS5,P0819,NY,38.8,7.29
TS1,P1180,TX,3.5,7.29
TS2,P1180,TX,3.5,7.29
TS3,P1180,TX,3.5,7.29
TS4,P1180,TX,3.5,7.29
TS5,P1180,TX,3.5,7.29
TS4,P1060,TX,16.5,7.29
TS5,P1060,TX,16.5,7.29
TS1,P0904,OH,3.8,7.3
TS2,P0904,OH,3.8,7.3
TS3,P0904,OH,3.8,7.3
TS4,P0904,OH,3.8,7.3
TS5,P0904,OH,3.8,7.3
TS1,P1207,VA,116,7.31
TS2,P1207,VA,116,7.31
TS3,P1207,VA,116,7.31
TS4,P1207,VA,116,7.31
TS5,P1207,VA,116,7.31
TS2,EO00067,TX,3.5,7.31
TS3,EO00067,TX,3.5,7.31
TS4,EO00067,TX,3.5,7.31
TS5,EO00067,TX,3.5,7.31
TS2,G01779,UT,5.1,7.34
TS3,G01779,UT,5.1,7.34
TS4,G01779,UT,5.1,7.34
TS5,G01779,UT,5.1,7.34
TS4,P0106,CA,11.8,7.35
TS5,P1129,TX,6.6,7.36
TS2,G01661,TX,4.8,7.36
TS3,G01661,TX,4.8,7.36
TS4,G01661,TX,4.8,7.36
TS3,P0128,CA,27.5,7.36
TS1,P0226,CT,21.4,7.37
TS2,P0226,CT,21.4,7.37
TS3,P0226,CT,21.4,7.37
TS4,P0226,CT,21.4,7.37
TS5,P0226,CT,21.4,7.37
TS1,P0280,FL,4.8,7.37
TS2,P0280,FL,4.8,7.37
TS3,P0280,FL,4.8,7.37
TS4,P0280,FL,4.8,7.37
TS5,P0280,FL,4.8,7.37
TS1,P1263,WI,47,7.38
TS2,P1263,WI,47,7.38
TS3,P1263,WI,47,7.38
TS4,P1263,WI,47,7.38
TS5,P1263,WI,47,7.38
TS1,P0698,MS,7.4,7.39
TS2,P0698,MS,7.4,7.39
TS3,P0698,MS,7.4,7.39
TS4,P0698,MS,7.4,7.39
TS5,P0698,MS,7.4,7.39
TS2,P0214,CO,3.5,7.39
TS3,P0214,CO,3.5,7.39
TS4,P0214,CO,3.5,7.39
TS5,P0214,CO,3.5,7.39
TS5,R00682,NM,3.6,7.4
TS1,P1004,PA,22,7.41
TS2,P1004,PA,22,7.41
TS3,P1004,PA,22,7.41
TS4,P1004,PA,22,7.41
TS5,P1004,PA,22,7.41
TS1,P0413,IL,3.9,7.41
TS2,P0413,IL,3.9,7.41
TS3,P0413,IL,3.9,7.41
TS4,P0413,IL,3.9,7.41
TS5,P0413,IL,3.9,7.41
TS1,R00726,TX,3.5,7.41
TS2,R00726,TX,3.5,7.41
TS3,R00726,TX,3.5,7.41
TS4,R00726,TX,3.5,7.41
TS5,R00726,TX,3.5,7.41
TS1,P1070,TX,3.5,7.44
TS2,P1070,TX,3.5,7.44
TS3,P1070,TX,3.5,7.44
TS4,P1070,TX,3.5,7.44
TS5,P1070,TX,3.5,7.44
TS1,P0202,CO,4.2,7.47
TS2,P0202,CO,4.2,7.47
TS3,P0202,CO,4.2,7.47
TS4,P0202,CO,4.2,7.47
TS5,P0202,CO,4.2,7.47
TS1,P0762,NE,7.1,7.48
TS2,P0762,NE,7.1,7.48
TS3,P0762,NE,7.1,7.48
TS4,P0762,NE,7.1,7.48
TS5,P0762,NE,7.1,7.48
TS2,G01392,LA,6.2,7.49
TS3,G01392,LA,6.2,7.49
TS4,G01392,LA,6.2,7.49
TS5,G01363,LA,5.1,7.49
TS3,G01639,TX,5,7.49
TS1,P0513,LA,4.7,7.51
TS2,P0513,LA,4.7,7.51
TS3,P0513,LA,4.7,7.51
TS1,P0032,AL,5,7.51
TS2,P0032,AL,5,7.51
TS3,P0032,AL,5,7.51
TS4,P0032,AL,5,7.51
TS5,P0032,AL,5,7.51
TS1,P0912,OH,4.8,7.52
TS2,P0912,OH,4.8,7.52
TS3,P0912,OH,4.8,7.52
TS4,P0912,OH,4.8,7.52
TS5,P0912,OH,4.8,7.52
TS1,P1055,TX,3.4,7.54
TS2,P1055,TX,3.4,7.54
TS3,P1055,TX,3.4,7.54
TS4,P1055,TX,3.4,7.54
TS5,P1055,TX,3.4,7.54
TS1,P0779,NJ,7.7,7.56
TS2,P0779,NJ,7.7,7.56
TS3,P0779,NJ,7.7,7.56
TS4,P0779,NJ,7.7,7.56
TS5,P0779,NJ,7.7,7.56
TS3,G01587,TX,5.5,7.57
TS4,G01587,TX,5.5,7.57
TS5,G01587,TX,5.5,7.57
TS1,P1151,TX,3.4,7.58
TS2,P1151,TX,3.4,7.58
TS3,P1151,TX,3.4,7.58
TS4,P1151,TX,3.4,7.58
TS5,P1151,TX,3.4,7.58
TS2,G01251,AL,4.9,7.58
TS3,G01251,AL,4.9,7.58
TS4,G01251,AL,4.9,7.58
TS5,G01251,AL,4.9,7.58
TS4,EL0148,TX,4.6,7.59
TS5,EL0148,TX,4.6,7.59
TS1,P0520,LA,8.9,7.6
TS2,P0520,LA,8.9,7.6
TS3,P0520,LA,8.9,7.6
TS4,P0520,LA,8.9,7.6
TS5,P0520,LA,8.9,7.6
TS1,P0676,MO,4.6,7.6
TS2,P0676,MO,4.6,7.6
TS3,P0676,MO,4.6,7.6
TS4,P0676,MO,4.6,7.6
TS5,P0676,MO,4.6,7.6
TS4,G01809,WY,4.1,7.61
TS5,G01809,WY,4.1,7.61
TS5,E00230,LA,39.3,7.61
TS1,P0716,NC,41.9,7.62
TS2,P0716,NC,41.9,7.62
TS3,P0716,NC,41.9,7.62
TS4,P0716,NC,41.9,7.62
TS5,P0716,NC,41.9,7.62
TS1,P0509,LA,6.1,7.63
TS2,P0509,LA,6.1,7.63
TS3,P0509,LA,6.1,7.63
TS2,C01975,CA,16,7.63
TS3,H00208,CA,3.4,7.64
TS1,P0670,MO,25.6,7.64
TS2,P0670,MO,25.6,7.64
TS3,P0670,MO,25.6,7.64
TS4,P0670,MO,25.6,7.64
TS5,P0670,MO,25.6,7.64
TS1,C02038,GA,10.2,7.64
TS2,C02038,GA,10.2,7.64
TS3,C02038,GA,10.2,7.64
TS4,C02038,GA,10.2,7.64
TS5,C02038,GA,10.2,7.64
TS4,R00618,CA,7.8,7.65
TS5,R00658,LA,39.9,7.65
TS1,P1146,TX,3.3,7.66
TS2,P1146,TX,3.3,7.66
TS3,P1146,TX,3.3,7.66
TS4,P1146,TX,3.3,7.66
TS5,P1146,TX,3.3,7.66
TS3,P0111,CA,5.2,7.68
TS1,P0573,MD,18.7,7.68
TS2,P0573,MD,18.7,7.68
TS3,P0573,MD,18.7,7.68
TS4,P0573,MD,18.7,7.68
TS5,P0573,MD,18.7,7.68
TS1,P0968,PA,7.5,7.69
TS2,P0968,PA,7.5,7.69
TS3,P0968,PA,7.5,7.69
TS4,P0968,PA,7.5,7.69
TS5,P0968,PA,7.5,7.69
TS1,P0526,LA,3.3,7.69
TS2,P0526,LA,3.3,7.69
TS3,P0526,LA,3.3,7.69
TS4,P0526,LA,3.3,7.69
TS5,P0526,LA,3.3,7.69
TS2,P0798,NM,3.4,7.7
TS3,P0798,NM,3.4,7.7
TS4,P0798,NM,3.4,7.7
TS5,P0798,NM,3.4,7.7
TS3,H00211,CA,4.9,7.72
TS1,P0992,PA,8.8,7.72
TS2,P0992,PA,8.8,7.72
TS3,P0992,PA,8.8,7.72
TS4,P0992,PA,8.8,7.72
TS5,P0992,PA,8.8,7.72
TS1,P1247,WA,4,7.74
TS2,P1247,WA,4,7.74
TS3,P1247,WA,4,7.74
TS4,P1247,WA,4,7.74
TS5,P1247,WA,4,7.74
TS2,G01417,LA,4.5,7.74
TS3,G01417,LA,4.5,7.74
TS4,G01417,LA,4.5,7.74
TS2,G01626,TX,3.6,7.74
TS3,G01626,TX,3.6,7.74
TS4,G01626,TX,3.6,7.74
TS5,G01626,TX,3.6,7.74
TS5,G01661,TX,4.8,7.75
TS1,P1066,TX,10.9,7.77
TS2,P1066,TX,10.9,7.77
TS3,P1066,TX,10.9,7.77
TS4,P1066,TX,10.9,7.77
TS5,P1066,TX,10.9,7.77
TS1,P0383,ID,8.7,7.8
TS2,P0383,ID,8.7,7.8
TS3,P0383,ID,8.7,7.8
TS4,P0383,ID,8.7,7.8
TS5,P0383,ID,8.7,7.8
TS4,H00219,CA,4.9,7.8
TS1,P1213,VA,16,7.81
TS2,P1213,VA,16,7.81
TS3,P1213,VA,16,7.81
TS4,P1213,VA,16,7.81
TS5,P1213,VA,16,7.81
TS2,G01421,LA,4.5,7.81
TS3,G01421,LA,4.5,7.81
TS4,G01421,LA,4.5,7.81
TS4,H00206,CA,5.1,7.82
TS1,P1211,VA,23.1,7.83
TS2,P1211,VA,23.1,7.83
TS3,P1211,VA,23.1,7.83
TS4,P1211,VA,23.1,7.83
TS5,P1211,VA,23.1,7.83
TS1,P1169,TX,3.3,7.83
TS2,P1169,TX,3.3,7.83
TS3,P1169,TX,3.3,7.83
TS4,P1169,TX,3.3,7.83
TS5,P1169,TX,3.3,7.83
TS1,E00256,PA,8.9,7.84
TS2,E00256,PA,8.9,7.84
TS3,E00256,PA,8.9,7.84
TS4,E00256,PA,8.9,7.84
TS5,E00256,PA,8.9,7.84
TS4,P1164,TX,10.7,7.84
TS5,P1164,TX,10.7,7.84
TS2,G01293,CO,6.4,7.84
TS3,G01293,CO,6.4,7.84
TS4,G01293,CO,6.4,7.84
TS5,G01293,CO,6.4,7.84
TS2,R00744,WY,7,7.85
TS3,R00744,WY,7,7.85
TS4,R00744,WY,7,7.85
TS5,R00744,WY,7,7.85
TS4,P0506,LA,21.3,7.86
TS2,P0087,CA,3.3,7.86
TS2,P0088,CA,3.8,7.87
TS3,P0088,CA,3.8,7.87
TS1,P0218,CT,17.7,7.87
TS2,P0218,CT,17.7,7.87
TS3,P0218,CT,17.7,7.87
TS4,P0218,CT,17.7,7.87
TS5,P0218,CT,17.7,7.87
TS1,P0382,ID,4.8,7.87
TS2,P0382,ID,4.8,7.87
TS3,P0382,ID,4.8,7.87
TS4,P0382,ID,4.8,7.87
TS5,P0382,ID,4.8,7.87
TS1,P0649,MN,5.8,7.88
TS2,P0649,MN,5.8,7.88
TS3,P0649,MN,5.8,7.88
TS4,P0649,MN,5.8,7.88
TS5,P0649,MN,5.8,7.88
TS3,G01716,TX,3.9,7.88
TS4,G01716,TX,3.9,7.88
TS5,G01716,TX,3.9,7.88
TS1,P1248,WA,4.4,7.88
TS2,P1248,WA,4.4,7.88
TS3,P1248,WA,4.4,7.88
TS4,P1248,WA,4.4,7.88
TS5,P1248,WA,4.4,7.88
TS2,G01246,AL,6.1,7.89
TS3,G01246,AL,6.1,7.89
TS4,G01246,AL,6.1,7.89
TS5,G01246,AL,6.1,7.89
TS1,P0750,ND,3.3,7.89
TS2,P0750,ND,3.3,7.89
TS3,P0750,ND,3.3,7.89
TS4,P0750,ND,3.3,7.89
TS5,P0750,ND,3.3,7.89
TS3,H00214,CA,3.3,7.89
TS2,G01512,OK,5.3,7.89
TS3,G01512,OK,5.3,7.89
TS4,G01512,OK,5.3,7.89
TS5,G01512,OK,5.3,7.89
TS5,G01380,LA,49,7.9
TS3,H00207,CA,3.3,7.9
TS3,C01974,CA,8.9,7.9
TS1,P0723,NC,19.3,7.94
TS2,P0723,NC,19.3,7.94
TS3,P0723,NC,19.3,7.94
TS4,P0723,NC,19.3,7.94
TS5,P0723,NC,19.3,7.94
TS1,P0581,MD,10.1,7.94
TS2,P0581,MD,10.1,7.94
TS3,P0581,MD,10.1,7.94
TS4,P0581,MD,10.1,7.94
TS5,P0581,MD,10.1,7.94
TS1,C01962,OR,6.2,7.95
TS2,C01962,OR,6.2,7.95
TS3,C01962,OR,6.2,7.95
TS4,C01962,OR,6.2,7.95
TS5,C01962,OR,6.2,7.95
TS1,C02039,AL,9.9,7.96
TS2,C02039,AL,9.9,7.96
TS3,C02039,AL,9.9,7.96
TS4,C02039,AL,9.9,7.96
TS5,C02039,AL,9.9,7.96
TS2,EO00072,LA,4.4,7.96
TS3,EO00072,LA,4.4,7.96
TS4,EO00072,LA,4.4,7.96
TS3,P1130,TX,20.3,7.96
TS4,P1130,TX,20.3,7.96
TS5,P1130,TX,20.3,7.96
TS2,H00283,TX,3.2,7.96
TS3,H00283,TX,3.2,7.96
TS4,H00283,TX,3.2,7.96
TS5,H00283,TX,3.2,7.96
TS1,E00250,TX,3.2,7.96
TS2,E00250,TX,3.2,7.96
TS3,E00250,TX,3.2,7.96
TS4,E00250,TX,3.2,7.96
TS5,E00250,TX,3.2,7.96
TS2,P0183,CA,10.7,7.97
TS1,P0865,NY,22.2,7.97
TS2,P0865,NY,22.2,7.97
TS3,P0865,NY,22.2,7.97
TS4,P0865,NY,22.2,7.97
TS5,P0865,NY,22.2,7.97
TS1,P1253,WI,5.7,7.97
TS2,P1253,WI,5.7,7.97
TS3,P1253,WI,5.7,7.97
TS4,P1253,WI,5.7,7.97
TS5,P1253,WI,5.7,7.97
TS2,P0142,CA,20.9,7.99
TS1,C02000,CO,5.7,8
TS2,C02000,CO,5.7,8
TS3,C02000,CO,5.7,8
TS4,C02000,CO,5.7,8
TS5,C02000,CO,5.7,8
TS2,G01797,WY,4.6,8
TS3,G01797,WY,4.6,8
TS4,G01797,WY,4.6,8
TS5,G01797,WY,4.6,8
TS1,P1006,PA,8.1,8.01
TS2,P1006,PA,8.1,8.01
TS3,P1006,PA,8.1,8.01
TS4,P1006,PA,8.1,8.01
TS5,P1006,PA,8.1,8.01
TS2,C02051,NM,6.2,8.01
TS1,P1176,TX,5.3,8.02
TS2,P1176,TX,5.3,8.02
TS3,P1176,TX,5.3,8.02
TS4,P1176,TX,5.3,8.02
TS5,P1176,TX,5.3,8.02
TS3,P0084,CA,6.6,8.02
TS1,C02036,OK,8.5,8.04
TS2,C02036,OK,8.5,8.04
TS3,C02036,OK,8.5,8.04
TS4,C02036,OK,8.5,8.04
TS5,C02036,OK,8.5,8.04
TS1,P0018,AL,20.1,8.04
TS2,P0018,AL,20.1,8.04
TS3,P0018,AL,20.1,8.04
TS4,P0018,AL,20.1,8.04
TS5,P0018,AL,20.1,8.04
TS1,R00625,CO,10,8.05
TS2,R00625,CO,10,8.05
TS3,R00625,CO,10,8.05
TS4,R00625,CO,10,8.05
TS5,R00625,CO,10,8.05
TS5,E00221,LA,22.3,8.05
TS1,I00873,OH,3.4,8.06
TS2,I00873,OH,3.4,8.06
TS3,I00873,OH,3.4,8.06
TS4,I00873,OH,3.4,8.06
TS5,I00873,OH,3.4,8.06
TS1,P0267,FL,4.5,8.07
TS2,P0267,FL,4.5,8.07
TS3,P0267,FL,4.5,8.07
TS4,P0267,FL,4.5,8.07
TS5,P0267,FL,4.5,8.07
TS1,P0757,NE,8.8,8.08
TS2,P0757,NE,8.8,8.08
TS3,P0757,NE,8.8,8.08
TS4,P0757,NE,8.8,8.08
TS5,P0757,NE,8.8,8.08
TS2,G01257,AR,18.4,8.09
TS3,G01257,AR,18.4,8.09
TS4,G01257,AR,18.4,8.09
TS1,P0735,NC,21.3,8.1
TS2,P0735,NC,21.3,8.1
TS3,P0735,NC,21.3,8.1
TS4,P0735,NC,21.3,8.1
TS5,P0735,NC,21.3,8.1
TS2,H00278,TX,3.1,8.12
TS3,H00278,TX,3.1,8.12
TS4,H00278,TX,3.1,8.12
TS5,H00278,TX,3.1,8.12
TS2,C02044,CA,11.9,8.12
TS1,P1079,TX,3.1,8.13
TS2,P1079,TX,3.1,8.13
TS3,P1079,TX,3.1,8.13
TS4,P1079,TX,3.1,8.13
TS5,P1079,TX,3.1,8.13
TS2,EL0012,IA,5.1,8.15
TS3,EL0012,IA,5.1,8.15
TS4,EL0012,IA,5.1,8.15
TS5,EL0012,IA,5.1,8.15
TS1,EL0131,PA,5.1,8.15
TS2,EL0131,PA,5.1,8.15
TS3,EL0131,PA,5.1,8.15
TS4,EL0131,PA,5.1,8.15
TS5,EL0131,PA,5.1,8.15
TS1,P0237,DE,8.1,8.15
TS2,P0237,DE,8.1,8.15
TS3,P0237,DE,8.1,8.15
TS4,P0237,DE,8.1,8.15
TS5,P0237,DE,8.1,8.15
TS2,P0158,CA,4.3,8.15
TS3,P0158,CA,4.3,8.15
TS4,P1134,TX,16,8.15
TS5,P1134,TX,16,8.15
TS2,EL0064,KS,5.1,8.16
TS3,EL0064,KS,5.1,8.16
TS4,EL0064,KS,5.1,8.16
TS5,EL0064,KS,5.1,8.16
TS1,P1030,SC,27.2,8.17
TS2,P1030,SC,27.2,8.17
TS3,P1030,SC,27.2,8.17
TS4,P1030,SC,27.2,8.17
TS5,P1030,SC,27.2,8.17
TS5,P0533,LA,34.2,8.19
TS1,P0493,KY,4.5,8.2
TS2,P0493,KY,4.5,8.2
TS3,P0493,KY,4.5,8.2
TS4,P0493,KY,4.5,8.2
TS5,P0493,KY,4.5,8.2
TS2,G01245,AL,4.4,8.22
TS3,G01245,AL,4.4,8.22
TS4,G01245,AL,4.4,8.22
TS5,G01245,AL,4.4,8.22
TS1,P0730,NC,76.8,8.23
TS2,P0730,NC,76.8,8.23
TS3,P0730,NC,76.8,8.23
TS4,P0730,NC,76.8,8.23
TS5,P0730,NC,76.8,8.23
TS1,P0648,MN,5.5,8.23
TS2,P0648,MN,5.5,8.23
TS3,P0648,MN,5.5,8.23
TS4,P0648,MN,5.5,8.23
TS5,P0648,MN,5.5,8.23
TS5,R00660,LA,34.7,8.25
TS4,G01639,TX,5,8.26
TS5,G01639,TX,5,8.26
TS1,P0213,CO,7.1,8.27
TS2,P0213,CO,7.1,8.27
TS3,P0213,CO,7.1,8.27
TS4,P0213,CO,7.1,8.27
TS5,P0213,CO,7.1,8.27
TS2,G01395,LA,4.2,8.29
TS3,G01395,LA,4.2,8.29
TS4,G01395,LA,4.2,8.29
TS3,G01533,OK,5,8.29
TS4,G01533,OK,5,8.29
TS5,G01533,OK,5,8.29
TS2,P0157,CA,5,8.29
TS3,P0157,CA,5,8.29
TS1,R00735,VA,10.2,8.29
TS2,R00735,VA,10.2,8.29
TS3,R00735,VA,10.2,8.29
TS4,R00735,VA,10.2,8.29
TS5,R00735,VA,10.2,8.29
TS1,EL0121,NE,2.3,8.32
TS5,P1105,TX,7.8,8.35
TS1,P0283,FL,4.2,8.35
TS2,P0283,FL,4.2,8.35
TS3,P0283,FL,4.2,8.35
TS4,P0283,FL,4.2,8.35
TS5,P0283,FL,4.2,8.35
TS1,P1218,VA,13.2,8.38
TS2,P1218,VA,13.2,8.38
TS3,P1218,VA,13.2,8.38
TS4,P1218,VA,13.2,8.38
TS5,P1218,VA,13.2,8.38
TS2,G01507,OK,4.9,8.4
TS3,G01507,OK,4.9,8.4
TS4,G01507,OK,4.9,8.4
TS5,G01507,OK,4.9,8.4
TS1,I00869,MN,48.9,8.42
TS2,I00869,MN,48.9,8.42
TS3,I00869,MN,48.9,8.42
TS4,I00869,MN,48.9,8.42
TS5,I00869,MN,48.9,8.42
TS1,P0379,IA,20.4,8.42
TS2,P0379,IA,20.4,8.42
TS3,P0379,IA,20.4,8.42
TS4,P0379,IA,20.4,8.42
TS5,P0379,IA,20.4,8.42
TS5,P0522,LA,51.1,8.42
TS1,P0724,NC,106.2,8.43
TS2,P0724,NC,106.2,8.43
TS3,P0724,NC,106.2,8.43
TS4,P0724,NC,106.2,8.43
TS5,P0724,NC,106.2,8.43
TS3,P0109,CA,23.7,8.43
TS2,G01344,KS,4.9,8.43
TS3,G01344,KS,4.9,8.43
TS4,G01344,KS,4.9,8.43
TS5,G01344,KS,4.9,8.43
TS4,P0110,CA,19.9,8.46
TS2,P0190,CA,3.5,8.46
TS3,P0190,CA,3.5,8.46
TS5,R00646,LA,43.3,8.46
TS1,P0720,NC,31.1,8.47
TS2,P0720,NC,31.1,8.47
TS3,P0720,NC,31.1,8.47
TS4,P0720,NC,31.1,8.47
TS5,P0720,NC,31.1,8.47
TS1,P0879,OH,3.2,8.47
TS2,P0879,OH,3.2,8.47
TS3,P0879,OH,3.2,8.47
TS4,P0879,OH,3.2,8.47
TS5,P0879,OH,3.2,8.47
TS2,P0191,CA,3.5,8.49
TS3,P0191,CA,3.5,8.49
TS4,P0517,LA,21.1,8.5
TS1,P0041,AL,5.1,8.51
TS2,P0041,AL,5.1,8.51
TS3,P0041,AL,5.1,8.51
TS4,P0041,AL,5.1,8.51
TS5,P0041,AL,5.1,8.51
TS1,P0797,NM,3,8.52
TS2,P0797,NM,3,8.52
TS3,P0797,NM,3,8.52
TS4,P0797,NM,3,8.52
TS5,P0797,NM,3,8.52
TS3,P0179,CA,24.6,8.52
TS3,C01975,CA,16,8.53
TS2,H00282,TX,3,8.54
TS3,H00282,TX,3,8.54
TS4,H00282,TX,3,8.54
TS5,H00282,TX,3,8.54
TS2,G01800,WY,4.3,8.54
TS3,G01800,WY,4.3,8.54
TS4,G01800,WY,4.3,8.54
TS5,G01800,WY,4.3,8.54
TS1,EL0061,IN,3.1,8.54
TS1,EL0127,OH,3.1,8.54
TS2,EL0059,IN,3.1,8.54
TS2,EL0060,IN,3.1,8.54
TS2,EL0061,IN,3.1,8.54
TS2,EL0125,OH,3.1,8.54
TS2,EL0126,OH,3.1,8.54
TS2,EL0127,OH,3.1,8.54
TS3,EL0059,IN,3.1,8.54
TS3,EL0060,IN,3.1,8.54
TS3,EL0061,IN,3.1,8.54
TS3,EL0125,OH,3.1,8.54
TS3,EL0126,OH,3.1,8.54
TS3,EL0127,OH,3.1,8.54
TS4,EL0059,IN,3.1,8.54
TS4,EL0060,IN,3.1,8.54
TS4,EL0061,IN,3.1,8.54
TS4,EL0125,OH,3.1,8.54
TS4,EL0126,OH,3.1,8.54
TS4,EL0127,OH,3.1,8.54
TS5,EL0059,IN,3.1,8.54
TS5,EL0060,IN,3.1,8.54
TS5,EL0061,IN,3.1,8.54
TS5,EL0125,OH,3.1,8.54
TS5,EL0126,OH,3.1,8.54
TS5,EL0127,OH,3.1,8.54
TS1,P0454,IN,3.1,8.55
TS2,P0454,IN,3.1,8.55
TS3,P0454,IN,3.1,8.55
TS4,P0454,IN,3.1,8.55
TS5,P0454,IN,3.1,8.55
TS1,P0396,IL,3.1,8.56
TS2,P0396,IL,3.1,8.56
TS3,P0396,IL,3.1,8.56
TS4,P0396,IL,3.1,8.56
TS5,P0396,IL,3.1,8.56
TS1,P0380,IA,4.7,8.57
TS2,P0380,IA,4.7,8.57
TS3,P0380,IA,4.7,8.57
TS4,P0380,IA,4.7,8.57
TS5,P0380,IA,4.7,8.57
TS4,P1057,TX,14.7,8.57
