# File: GIS_ctry_reg_AEZ.csv,,,
# Description: Mapping from GIS-based dataset to GCAM regions and AEZs,,,
# Original source: Yuyu Zhou's GIS data processing,,,
# ----------,,,
AEZ_ID,country,AEZ,iso
1812,Bosnia Herzg,AEZ12,bih
1907,Botswana,AEZ07,bwa
1908,Botswana,AEZ08,bwa
1909,Botswana,AEZ09,bwa
2001,Brazil,AEZ01,bra
2002,Brazil,AEZ02,bra
2003,Brazil,AEZ03,bra
2004,Brazil,AEZ04,bra
2005,Brazil,AEZ05,bra
2006,Brazil,AEZ06,bra
2010,Brazil,AEZ10,bra
2011,Brazil,AEZ11,bra
2012,Brazil,AEZ12,bra
2106,Brunei Darsm,AEZ06,brn
2209,Bulgaria,AEZ09,bgr
2210,Bulgaria,AEZ10,bgr
2301,Burkina Faso,AEZ01,bfa
2302,Burkina Faso,AEZ02,bfa
2303,Burkina Faso,AEZ03,bfa
2304,Burkina Faso,AEZ04,bfa
2405,Burundi,AEZ05,bdi
2504,Cambodia,AEZ04,khm
2505,Cambodia,AEZ05,khm
2506,Cambodia,AEZ06,khm
2602,Cameroon,AEZ02,cmr
2603,Cameroon,AEZ03,cmr
2604,Cameroon,AEZ04,cmr
2605,Cameroon,AEZ05,cmr
2606,Cameroon,AEZ06,cmr
2707,Canada,AEZ07,can
2708,Canada,AEZ08,can
2709,Canada,AEZ09,can
2710,Canada,AEZ10,can
2711,Canada,AEZ11,can
2713,Canada,AEZ13,can
2714,Canada,AEZ14,can
2715,Canada,AEZ15,can
2716,Canada,AEZ16,can
2803,Cent Afr Rep,AEZ03,caf
2804,Cent Afr Rep,AEZ04,caf
2805,Cent Afr Rep,AEZ05,caf
2806,Cent Afr Rep,AEZ06,caf
2901,Chad,AEZ01,tcd
2902,Chad,AEZ02,tcd
2903,Chad,AEZ03,tcd
2904,Chad,AEZ04,tcd
2907,Chad,AEZ07,tcd
3001,Chile,AEZ01,chl
3007,Chile,AEZ07,chl
3008,Chile,AEZ08,chl
3009,Chile,AEZ09,chl
3010,Chile,AEZ10,chl
3011,Chile,AEZ11,chl
3012,Chile,AEZ12,chl
3013,Chile,AEZ13,chl
3014,Chile,AEZ14,chl
3015,Chile,AEZ15,chl
3016,Chile,AEZ16,chl
3017,Chile,AEZ17,chl
3018,Chile,AEZ18,chl
3104,China,AEZ04,chn
3105,China,AEZ05,chn
3106,China,AEZ06,chn
3107,China,AEZ07,chn
3108,China,AEZ08,chn
3109,China,AEZ09,chn
3110,China,AEZ10,chn
3111,China,AEZ11,chn
3112,China,AEZ12,chn
3113,China,AEZ13,chn
3114,China,AEZ14,chn
3115,China,AEZ15,chn
3116,China,AEZ16,chn
3117,China,AEZ17,chn
3202,Colombia,AEZ02,col
3203,Colombia,AEZ03,col
3204,Colombia,AEZ04,col
3205,Colombia,AEZ05,col
3206,Colombia,AEZ06,col
3211,Colombia,AEZ11,col
3212,Colombia,AEZ12,col
3305,Congo,AEZ05,cog
3306,Congo,AEZ06,cog
3404,Costa Rica,AEZ04,cri
3405,Costa Rica,AEZ05,cri
3406,Costa Rica,AEZ06,cri
3504,Cote Divoire,AEZ04,civ
3505,Cote Divoire,AEZ05,civ
3506,Cote Divoire,AEZ06,civ
3610,Croatia,AEZ10,hrv
3611,Croatia,AEZ11,hrv
3612,Croatia,AEZ12,hrv
3704,Cuba,AEZ04,cub
3705,Cuba,AEZ05,cub
3706,Cuba,AEZ06,cub
3810,Czech Rep,AEZ10,cze
3910,Denmark,AEZ10,dnk
4001,Djibouti,AEZ01,dji
4105,Dominican Rp,AEZ05,dom
4106,Dominican Rp,AEZ06,dom
4201,Ecuador,AEZ01,ecu
4202,Ecuador,AEZ02,ecu
4203,Ecuador,AEZ03,ecu
4204,Ecuador,AEZ04,ecu
4205,Ecuador,AEZ05,ecu
4206,Ecuador,AEZ06,ecu
4208,Ecuador,AEZ08,ecu
4209,Ecuador,AEZ09,ecu
4210,Ecuador,AEZ10,ecu
4211,Ecuador,AEZ11,ecu
4212,Ecuador,AEZ12,ecu
4301,Egypt,AEZ01,egy
4302,Egypt,AEZ02,egy
4307,Egypt,AEZ07,egy
4404,El Salvador,AEZ04,slv
4405,El Salvador,AEZ05,slv
4506,Eq Guinea,AEZ06,gnq
4601,Eritrea,AEZ01,eri
4602,Eritrea,AEZ02,eri
4710,Estonia,AEZ10,est
4716,Estonia,AEZ16,est
4801,Ethiopia,AEZ01,eth
4802,Ethiopia,AEZ02,eth
4803,Ethiopia,AEZ03,eth
4804,Ethiopia,AEZ04,eth
4805,Ethiopia,AEZ05,eth
4806,Ethiopia,AEZ06,eth
4808,Ethiopia,AEZ08,eth
4809,Ethiopia,AEZ09,eth
4810,Ethiopia,AEZ10,eth
4811,Ethiopia,AEZ11,eth
4812,Ethiopia,AEZ12,eth
4909,Finland,AEZ09,fin
4910,Finland,AEZ10,fin
4914,Finland,AEZ14,fin
4915,Finland,AEZ15,fin
5006,Fr Guiana,AEZ06,guf
5110,France,AEZ10,fra
5111,France,AEZ11,fra
5112,France,AEZ12,fra
5115,France,AEZ15,fra
5116,France,AEZ16,fra
5205,Gabon,AEZ05,gab
5206,Gabon,AEZ06,gab
5303,Gambia,AEZ03,gmb
5409,Georgia,AEZ09,geo
5410,Georgia,AEZ10,geo
5411,Georgia,AEZ11,geo
5412,Georgia,AEZ12,geo
5414,Georgia,AEZ14,geo
5415,Georgia,AEZ15,geo
5416,Georgia,AEZ16,geo
5510,Germany,AEZ10,deu
5511,Germany,AEZ11,deu
5516,Germany,AEZ16,deu
5603,Ghana,AEZ03,gha
5604,Ghana,AEZ04,gha
5605,Ghana,AEZ05,gha
5606,Ghana,AEZ06,gha
5709,Greece,AEZ09,grc
5710,Greece,AEZ10,grc
5711,Greece,AEZ11,grc
5805,Guatemala,AEZ05,gtm
5806,Guatemala,AEZ06,gtm
5812,Guatemala,AEZ12,gtm
5903,Guinea,AEZ03,gin
5904,Guinea,AEZ04,gin
5905,Guinea,AEZ05,gin
5906,Guinea,AEZ06,gin
6003,Guineabissau,AEZ03,gnb
6004,Guineabissau,AEZ04,gnb
6104,Guyana,AEZ04,guy
6105,Guyana,AEZ05,guy
6106,Guyana,AEZ06,guy
6204,Haiti,AEZ04,hti
6205,Haiti,AEZ05,hti
6206,Haiti,AEZ06,hti
6304,Honduras,AEZ04,hnd
6305,Honduras,AEZ05,hnd
6306,Honduras,AEZ06,hnd
6412,Hong Kong,AEZ12,hkg
6509,Hungary,AEZ09,hun
6510,Hungary,AEZ10,hun
6511,Hungary,AEZ11,hun
6613,Iceland,AEZ13,isl
6614,Iceland,AEZ14,isl
6615,Iceland,AEZ15,isl
6701,India,AEZ01,ind
6702,India,AEZ02,ind
6703,India,AEZ03,ind
6704,India,AEZ04,ind
6705,India,AEZ05,ind
6706,India,AEZ06,ind
6707,India,AEZ07,ind
6708,India,AEZ08,ind
6709,India,AEZ09,ind
6710,India,AEZ10,ind
6711,India,AEZ11,ind
6712,India,AEZ12,ind
6713,India,AEZ13,ind
6714,India,AEZ14,ind
6715,India,AEZ15,ind
6716,India,AEZ16,ind
6804,Indonesia,AEZ04,idn
6805,Indonesia,AEZ05,idn
6806,Indonesia,AEZ06,idn
6901,Iran,AEZ01,irn
6907,Iran,AEZ07,irn
6908,Iran,AEZ08,irn
6909,Iran,AEZ09,irn
7007,Iraq,AEZ07,irq
7008,Iraq,AEZ08,irq
7009,Iraq,AEZ09,irq
7010,Iraq,AEZ10,irq
7111,Ireland,AEZ11,irl
7112,Ireland,AEZ12,irl
7201,Israel,AEZ01,isr
7202,Israel,AEZ02,isr
7203,Israel,AEZ03,isr
7207,Israel,AEZ07,isr
7208,Israel,AEZ08,isr
7209,Israel,AEZ09,isr
7309,Italy,AEZ09,ita
7310,Italy,AEZ10,ita
7311,Italy,AEZ11,ita
7312,Italy,AEZ12,ita
7313,Italy,AEZ13,ita
7314,Italy,AEZ14,ita
7315,Italy,AEZ15,ita
7409,Japan,AEZ09,jpn
7410,Japan,AEZ10,jpn
7411,Japan,AEZ11,jpn
7412,Japan,AEZ12,jpn
7415,Japan,AEZ15,jpn
7503,Jordan,AEZ03,jor
7507,Jordan,AEZ07,jor
7508,Jordan,AEZ08,jor
7509,Jordan,AEZ09,jor
7607,Kazakhstan,AEZ07,kaz
7608,Kazakhstan,AEZ08,kaz
7613,Kazakhstan,AEZ13,kaz
7614,Kazakhstan,AEZ14,kaz
7615,Kazakhstan,AEZ15,kaz
7701,Kenya,AEZ01,ken
7702,Kenya,AEZ02,ken
7703,Kenya,AEZ03,ken
7704,Kenya,AEZ04,ken
7705,Kenya,AEZ05,ken
7706,Kenya,AEZ06,ken
7807,Kuwait,AEZ07,kwt
7907,Kyrgyzstan,AEZ07,kgz
7908,Kyrgyzstan,AEZ08,kgz
7913,Kyrgyzstan,AEZ13,kgz
7914,Kyrgyzstan,AEZ14,kgz
8004,Laos,AEZ04,lao
8005,Laos,AEZ05,lao
8006,Laos,AEZ06,lao
8010,Laos,AEZ10,lao
8011,Laos,AEZ11,lao
8012,Laos,AEZ12,lao
8110,Latvia,AEZ10,lva
8208,Lebanon,AEZ08,lbn
8210,Lebanon,AEZ10,lbn
8309,Lesotho,AEZ09,lso
8310,Lesotho,AEZ10,lso
8311,Lesotho,AEZ11,lso
8405,Liberia,AEZ05,lbr
8406,Liberia,AEZ06,lbr
8501,Libya,AEZ01,lby
8502,Libya,AEZ02,lby
8507,Libya,AEZ07,lby
8508,Libya,AEZ08,lby
8509,Libya,AEZ09,lby
8610,Lithuania,AEZ10,ltu
8709,Macedonia,AEZ09,mkd
8710,Macedonia,AEZ10,mkd
8802,Madagascar,AEZ02,mdg
8803,Madagascar,AEZ03,mdg
8804,Madagascar,AEZ04,mdg
8805,Madagascar,AEZ05,mdg
8806,Madagascar,AEZ06,mdg
8810,Madagascar,AEZ10,mdg
8811,Madagascar,AEZ11,mdg
8903,Malawi,AEZ03,mwi
8904,Malawi,AEZ04,mwi
8905,Malawi,AEZ05,mwi
8909,Malawi,AEZ09,mwi
9006,Malaysia,AEZ06,mys
9101,Mali,AEZ01,mli
9102,Mali,AEZ02,mli
9103,Mali,AEZ03,mli
9104,Mali,AEZ04,mli
9107,Mali,AEZ07,mli
9201,Mauritania,AEZ01,mrt
9202,Mauritania,AEZ02,mrt
9207,Mauritania,AEZ07,mrt
9301,Mexico,AEZ01,mex
9302,Mexico,AEZ02,mex
9303,Mexico,AEZ03,mex
9304,Mexico,AEZ04,mex
9305,Mexico,AEZ05,mex
9306,Mexico,AEZ06,mex
9307,Mexico,AEZ07,mex
9308,Mexico,AEZ08,mex
9309,Mexico,AEZ09,mex
9310,Mexico,AEZ10,mex
9311,Mexico,AEZ11,mex
9312,Mexico,AEZ12,mex
9408,Moldova Rep,AEZ08,mda
9409,Moldova Rep,AEZ09,mda
9410,Moldova Rep,AEZ10,mda
9507,Mongolia,AEZ07,mng
9508,Mongolia,AEZ08,mng
9513,Mongolia,AEZ13,mng
9514,Mongolia,AEZ14,mng
9515,Mongolia,AEZ15,mng
9601,Morocco,AEZ01,mar
9602,Morocco,AEZ02,mar
9603,Morocco,AEZ03,mar
9604,Morocco,AEZ04,mar
9607,Morocco,AEZ07,mar
9608,Morocco,AEZ08,mar
9609,Morocco,AEZ09,mar
9610,Morocco,AEZ10,mar
9701,Mozambique,AEZ01,moz
9702,Mozambique,AEZ02,moz
9703,Mozambique,AEZ03,moz
9704,Mozambique,AEZ04,moz
9705,Mozambique,AEZ05,moz
9709,Mozambique,AEZ09,moz
9710,Mozambique,AEZ10,moz
9804,Myanmar,AEZ04,mmr
9805,Myanmar,AEZ05,mmr
9806,Myanmar,AEZ06,mmr
9811,Myanmar,AEZ11,mmr
9812,Myanmar,AEZ12,mmr
9815,Myanmar,AEZ15,mmr
9816,Myanmar,AEZ16,mmr
9901,Namibia,AEZ01,nam
9907,Namibia,AEZ07,nam
9908,Namibia,AEZ08,nam
9909,Namibia,AEZ09,nam
10003,Nepal,AEZ03,npl
10004,Nepal,AEZ04,npl
10005,Nepal,AEZ05,npl
10010,Nepal,AEZ10,npl
10011,Nepal,AEZ11,npl
10012,Nepal,AEZ12,npl
10013,Nepal,AEZ13,npl
10014,Nepal,AEZ14,npl
10015,Nepal,AEZ15,npl
10016,Nepal,AEZ16,npl
10111,Netherlands,AEZ11,nld
10206,New Zealand,AEZ06,nzl
10210,New Zealand,AEZ10,nzl
10211,New Zealand,AEZ11,nzl
10212,New Zealand,AEZ12,nzl
10215,New Zealand,AEZ15,nzl
10216,New Zealand,AEZ16,nzl
10217,New Zealand,AEZ17,nzl
10304,Nicaragua,AEZ04,nic
10305,Nicaragua,AEZ05,nic
10306,Nicaragua,AEZ06,nic
10401,Niger,AEZ01,ner
10402,Niger,AEZ02,ner
10403,Niger,AEZ03,ner
10407,Niger,AEZ07,ner
10501,Nigeria,AEZ01,nga
10502,Nigeria,AEZ02,nga
10503,Nigeria,AEZ03,nga
10504,Nigeria,AEZ04,nga
10505,Nigeria,AEZ05,nga
10506,Nigeria,AEZ06,nga
10609,North Korea,AEZ09,prk
10610,North Korea,AEZ10,prk
10611,North Korea,AEZ11,prk
10615,North Korea,AEZ15,prk
10710,Norway,AEZ10,nor
10714,Norway,AEZ14,nor
10715,Norway,AEZ15,nor
10716,Norway,AEZ16,nor
10801,Oman,AEZ01,omn
10901,Pakistan,AEZ01,pak
10907,Pakistan,AEZ07,pak
10908,Pakistan,AEZ08,pak
10909,Pakistan,AEZ09,pak
10910,Pakistan,AEZ10,pak
10911,Pakistan,AEZ11,pak
10912,Pakistan,AEZ12,pak
10913,Pakistan,AEZ13,pak
10914,Pakistan,AEZ14,pak
11005,Panama,AEZ05,pan
11006,Panama,AEZ06,pan
11105,Papua N Guin,AEZ05,png
11106,Papua N Guin,AEZ06,png
11201,Paraguay,AEZ01,pry
11203,Paraguay,AEZ03,pry
11204,Paraguay,AEZ04,pry
11205,Paraguay,AEZ05,pry
11206,Paraguay,AEZ06,pry
11207,Paraguay,AEZ07,pry
11208,Paraguay,AEZ08,pry
11209,Paraguay,AEZ09,pry
11210,Paraguay,AEZ10,pry
11211,Paraguay,AEZ11,pry
11212,Paraguay,AEZ12,pry
11301,Peru,AEZ01,per
11302,Peru,AEZ02,per
11303,Peru,AEZ03,per
11304,Peru,AEZ04,per
11305,Peru,AEZ05,per
11306,Peru,AEZ06,per
11307,Peru,AEZ07,per
11308,Peru,AEZ08,per
11309,Peru,AEZ09,per
11310,Peru,AEZ10,per
11311,Peru,AEZ11,per
11312,Peru,AEZ12,per
11313,Peru,AEZ13,per
11314,Peru,AEZ14,per
11315,Peru,AEZ15,per
11316,Peru,AEZ16,per
11404,Philippines,AEZ04,phl
11405,Philippines,AEZ05,phl
11406,Philippines,AEZ06,phl
11510,Poland,AEZ10,pol
11610,Portugal,AEZ10,prt
11611,Portugal,AEZ11,prt
11612,Portugal,AEZ12,prt
11701,Qatar,AEZ01,qat
11808,Romania,AEZ08,rom
11809,Romania,AEZ09,rom
11810,Romania,AEZ10,rom
11811,Romania,AEZ11,rom
11815,Romania,AEZ15,rom
11816,Romania,AEZ16,rom
11907,Russian Fed,AEZ07,rus
11908,Russian Fed,AEZ08,rus
11909,Russian Fed,AEZ09,rus
11910,Russian Fed,AEZ10,rus
11911,Russian Fed,AEZ11,rus
11913,Russian Fed,AEZ13,rus
11914,Russian Fed,AEZ14,rus
11915,Russian Fed,AEZ15,rus
11916,Russian Fed,AEZ16,rus
12005,Rwanda,AEZ05,rwa
12006,Rwanda,AEZ06,rwa
12101,Saudi Arabia,AEZ01,sau
12107,Saudi Arabia,AEZ07,sau
12201,Senegal,AEZ01,sen
12202,Senegal,AEZ02,sen
12203,Senegal,AEZ03,sen
12304,Sierra Leone,AEZ04,sle
12305,Sierra Leone,AEZ05,sle
12406,Singapore,AEZ06,sgp
12510,Slovakia,AEZ10,svk
12515,Slovakia,AEZ15,svk
12516,Slovakia,AEZ16,svk
12610,Slovenia,AEZ10,svn
12611,Slovenia,AEZ11,svn
12615,Slovenia,AEZ15,svn
12701,Somalia,AEZ01,som
12702,Somalia,AEZ02,som
12801,South Africa,AEZ01,zaf
12802,South Africa,AEZ02,zaf
12803,South Africa,AEZ03,zaf
12804,South Africa,AEZ04,zaf
12805,South Africa,AEZ05,zaf
12806,South Africa,AEZ06,zaf
12807,South Africa,AEZ07,zaf
12808,South Africa,AEZ08,zaf
12809,South Africa,AEZ09,zaf
12810,South Africa,AEZ10,zaf
12811,South Africa,AEZ11,zaf
12910,South Korea,AEZ10,kor
12911,South Korea,AEZ11,kor
13004,Spain,AEZ04,esp
13008,Spain,AEZ08,esp
13009,Spain,AEZ09,esp
13010,Spain,AEZ10,esp
13011,Spain,AEZ11,esp
13012,Spain,AEZ12,esp
13103,Sri Lanka,AEZ03,lka
13104,Sri Lanka,AEZ04,lka
13105,Sri Lanka,AEZ05,lka
13106,Sri Lanka,AEZ06,lka
13201,Sudan,AEZ01,sdn
13202,Sudan,AEZ02,sdn
13203,Sudan,AEZ03,sdn
13204,Sudan,AEZ04,sdn
13205,Sudan,AEZ05,sdn
13207,Sudan,AEZ07,sdn
13208,Sudan,AEZ08,sdn
13306,Suriname,AEZ06,sur
13402,Swaziland,AEZ02,swz
13403,Swaziland,AEZ03,swz
13410,Swaziland,AEZ10,swz
13411,Swaziland,AEZ11,swz
13509,Sweden,AEZ09,swe
13510,Sweden,AEZ10,swe
13513,Sweden,AEZ13,swe
13514,Sweden,AEZ14,swe
13515,Sweden,AEZ15,swe
13516,Sweden,AEZ16,swe
13610,Switzerland,AEZ10,che
13614,Switzerland,AEZ14,che
13615,Switzerland,AEZ15,che
13707,Syria,AEZ07,syr
13708,Syria,AEZ08,syr
13709,Syria,AEZ09,syr
13710,Syria,AEZ10,syr
13808,Tajikistan,AEZ08,tjk
13809,Tajikistan,AEZ09,tjk
13813,Tajikistan,AEZ13,tjk
13814,Tajikistan,AEZ14,tjk
13901,Tanzania,AEZ01,tza
13902,Tanzania,AEZ02,tza
13903,Tanzania,AEZ03,tza
13904,Tanzania,AEZ04,tza
13905,Tanzania,AEZ05,tza
13906,Tanzania,AEZ06,tza
14004,Thailand,AEZ04,tha
14005,Thailand,AEZ05,tha
14006,Thailand,AEZ06,tha
14010,Thailand,AEZ10,tha
14103,Togo,AEZ03,tgo
14104,Togo,AEZ04,tgo
14105,Togo,AEZ05,tgo
14205,Trinidad Tob,AEZ05,tto
14206,Trinidad Tob,AEZ06,tto
14307,Tunisia,AEZ07,tun
14308,Tunisia,AEZ08,tun
14309,Tunisia,AEZ09,tun
14310,Tunisia,AEZ10,tun
14407,Turkey,AEZ07,tur
14408,Turkey,AEZ08,tur
14409,Turkey,AEZ09,tur
14410,Turkey,AEZ10,tur
14411,Turkey,AEZ11,tur
14414,Turkey,AEZ14,tur
14415,Turkey,AEZ15,tur
14416,Turkey,AEZ16,tur
14507,Turkmenistan,AEZ07,tkm
14508,Turkmenistan,AEZ08,tkm
14603,Uganda,AEZ03,uga
14604,Uganda,AEZ04,uga
14605,Uganda,AEZ05,uga
14606,Uganda,AEZ06,uga
14710,Uk,AEZ10,gbr
14711,Uk,AEZ11,gbr
14712,Uk,AEZ12,gbr
14715,Uk,AEZ15,gbr
14716,Uk,AEZ16,gbr
14808,Ukraine,AEZ08,ukr
14809,Ukraine,AEZ09,ukr
14810,Ukraine,AEZ10,ukr
14816,Ukraine,AEZ16,ukr
14901,Untd Arab Em,AEZ01,are
15012,Uruguay,AEZ12,ury
15107,Usa,AEZ07,usa
15108,Usa,AEZ08,usa
15109,Usa,AEZ09,usa
15110,Usa,AEZ10,usa
15111,Usa,AEZ11,usa
15112,Usa,AEZ12,usa
15113,Usa,AEZ13,usa
15114,Usa,AEZ14,usa
15115,Usa,AEZ15,usa
15116,Usa,AEZ16,usa
15207,Uzbekistan,AEZ07,uzb
15208,Uzbekistan,AEZ08,uzb
15214,Uzbekistan,AEZ14,uzb
15301,Venezuela,AEZ01,ven
15302,Venezuela,AEZ02,ven
15303,Venezuela,AEZ03,ven
15304,Venezuela,AEZ04,ven
15305,Venezuela,AEZ05,ven
15306,Venezuela,AEZ06,ven
15404,Viet Nam,AEZ04,vnm
15405,Viet Nam,AEZ05,vnm
15406,Viet Nam,AEZ06,vnm
15411,Viet Nam,AEZ11,vnm
15412,Viet Nam,AEZ12,vnm
15501,Western Sahara,AEZ01,esh
15507,Western Sahara,AEZ07,esh
15601,Yemen,AEZ01,yem
15710,Yugoslav Fr,AEZ10,srb
15711,Yugoslav Fr,AEZ11,srb
15716,Yugoslav Fr,AEZ16,srb
15804,Zaire,AEZ04,cod
15805,Zaire,AEZ05,cod
15806,Zaire,AEZ06,cod
15809,Zaire,AEZ09,cod
15810,Zaire,AEZ10,cod
15903,Zambia,AEZ03,zmb
15904,Zambia,AEZ04,zmb
15909,Zambia,AEZ09,zmb
15910,Zambia,AEZ10,zmb
16001,Zimbabwe,AEZ01,zwe
16002,Zimbabwe,AEZ02,zwe
16003,Zimbabwe,AEZ03,zwe
16004,Zimbabwe,AEZ04,zwe
16007,Zimbabwe,AEZ07,zwe
16008,Zimbabwe,AEZ08,zwe
16009,Zimbabwe,AEZ09,zwe
16010,Zimbabwe,AEZ10,zwe
16011,Zimbabwe,AEZ11,zwe
