# File: ./outputs/basins235_32reg_test/LDS_ctry_GLU.csv
# Description: Mapping from LDS-based country+GLU dataset to iso
# Original source: GCAM iso to region mapping and the new country+GLUs from lds
# ----------
country_code,glu,iso,fao_country_name
45,177,com,Comoros
35,142,cpv,CapeVerde
48,135,cri,CostaRica
49,101,cub,Cuba
36,101,cym,CaymanIslands
50,75,cyp,Cyprus
167,29,cze,CzechRepublic
167,31,cze,CzechRepublic
167,54,cze,CzechRepublic
79,21,deu,Germany
79,28,deu,Germany
79,29,deu,Germany
79,31,deu,Germany
79,32,deu,Germany
79,54,deu,Germany
72,100,dji,Djibouti
72,179,dji,Djibouti
55,101,dma,Dominica
54,12,dnk,Denmark
54,21,dnk,Denmark
56,101,dom,DominicanRepublic
4,80,dza,Algeria
4,86,dza,Algeria
4,144,dza,Algeria
4,149,dza,Algeria
4,151,dza,Algeria
58,156,ecu,Ecuador
58,157,ecu,Ecuador
58,169,ecu,Ecuador
58,180,ecu,Ecuador
59,75,egy,Egypt
59,80,egy,Egypt
59,87,egy,Egypt
59,95,egy,Egypt
59,98,egy,Egypt
59,100,egy,Egypt
59,144,egy,Egypt
178,87,eri,Eritrea
178,100,eri,Eritrea
178,179,eri,Eritrea
205,86,esh,WesternSahara
205,144,esh,WesternSahara
203,41,esp,Spain
203,60,esp,Spain
203,61,esp,Spain
203,63,esp,Spain
203,64,esp,Spain
203,67,esp,Spain
203,71,esp,Spain
203,73,esp,Spain
203,74,esp,Spain
203,80,esp,Spain
203,81,esp,Spain
203,83,esp,Spain
203,86,esp,Spain
63,20,est,Estonia
63,22,est,Estonia
63,25,est,Estonia
238,87,eth,Ethiopia
238,100,eth,Ethiopia
238,170,eth,Ethiopia
238,179,eth,Ethiopia
67,8,fin,Finland
67,12,fin,Finland
67,13,fin,Finland
67,17,fin,Finland
66,176,fji,Fiji
66,185,fji,Fiji
65,215,flk,FalklandIslands(Malvinas)
68,32,fra,France
68,36,fra,France
68,41,fra,France
68,44,fra,France
68,46,fra,France
68,57,fra,France
68,60,fra,France
68,61,fra,France
68,62,fra,France
68,63,fra,France
68,64,fra,France
68,67,fra,France
68,73,fra,France
68,216,fra,France
64,16,fro,FaroeIslands
145,150,fsm,Micronesia(FederatedStatesof)
74,162,gab,Gabon
74,183,gab,Gabon
229,16,gbr,UnitedKingdom
229,24,gbr,UnitedKingdom
229,26,gbr,UnitedKingdom
229,129,gbr,UnitedKingdom
229,216,gbr,UnitedKingdom
73,45,geo,Georgia
73,47,geo,Georgia
73,70,geo,Georgia
73,72,geo,Georgia
81,142,gha,Ghana
81,160,gha,Ghana
90,142,gin,Guinea
90,149,gin,Guinea
90,152,gin,Guinea
87,101,glp,Guadeloupe
75,142,gmb,Gambia
175,142,gnb,Guinea-Bissau
61,162,gnq,EquatorialGuinea
84,55,grc,Greece
84,75,grc,Greece
86,143,grd,Grenada
85,1,grl,Greenland
89,111,gtm,Guatemala
89,133,gtm,Guatemala
89,135,gtm,Guatemala
69,156,guf,FrenchGuiana
69,161,guf,FrenchGuiana
88,121,gum,Guam
91,156,guy,Guyana
91,161,guy,Guyana
302,78,hkg,HongKong(notlisted)
95,111,hnd,Honduras
95,135,hnd,Honduras
98,54,hrv,Croatia
98,55,hrv,Croatia
93,101,hti,Haiti
97,54,hun,Hungary
101,139,idn,Indonesia
101,158,idn,Indonesia
101,159,idn,Indonesia
101,163,idn,Indonesia
101,164,idn,Indonesia
101,165,idn,Indonesia
101,167,idn,Indonesia
101,175,idn,Indonesia
101,178,idn,Indonesia
101,181,idn,Indonesia
264,26,imn,IsleofMan
100,89,ind,India
100,107,ind,India
100,110,ind,India
100,113,ind,India
100,116,ind,India
100,117,ind,India
100,118,ind,India
100,120,ind,India
100,122,ind,India
100,123,ind,India
100,128,ind,India
100,129,ind,India
100,137,ind,India
100,140,ind,India
100,141,ind,India
100,145,ind,India
100,147,ind,India
100,153,ind,India
100,155,ind,India
100,235,ind,India
104,24,irl,Ireland
102,52,irn,Iran(IslamicRepublicof)
102,72,irn,Iran(IslamicRepublicof)
102,82,irn,Iran(IslamicRepublicof)
102,84,irn,Iran(IslamicRepublicof)
102,88,irn,Iran(IslamicRepublicof)
102,90,irn,Iran(IslamicRepublicof)
102,97,irn,Iran(IslamicRepublicof)
102,102,irn,Iran(IslamicRepublicof)
102,104,irn,Iran(IslamicRepublicof)
103,84,irq,Iraq
103,94,irq,Iraq
103,99,irq,Iraq
99,11,isl,Iceland
105,75,isr,Israel
105,95,isr,Israel
105,98,isr,Israel
106,50,ita,Italy
106,54,ita,Italy
106,55,ita,Italy
106,57,ita,Italy
106,59,ita,Italy
106,61,ita,Italy
106,62,ita,Italy
106,63,ita,Italy
106,69,ita,Italy
109,101,jam,Jamaica
112,84,jor,Jordan
112,93,jor,Jordan
112,95,jor,Jordan
112,98,jor,Jordan
112,99,jor,Jordan
110,51,jpn,Japan
110,103,jpn,Japan
108,18,kaz,Kazakhstan
108,38,kaz,Kazakhstan
108,42,kaz,Kazakhstan
108,45,kaz,Kazakhstan
108,52,kaz,Kazakhstan
108,56,kaz,Kazakhstan
108,58,kaz,Kazakhstan
108,68,kaz,Kazakhstan
108,76,kaz,Kazakhstan
108,85,kaz,Kazakhstan
114,87,ken,Kenya
114,170,ken,Kenya
114,171,ken,Kenya
114,179,ken,Kenya
113,58,kgz,Kyrgyzstan
113,68,kgz,Kyrgyzstan
113,76,kgz,Kyrgyzstan
113,85,kgz,Kyrgyzstan
115,125,khm,Cambodia
115,126,khm,Cambodia
115,148,khm,Cambodia
83,176,kir,Kiribati
188,101,kna,SaintKittsandNevis
117,65,kor,RepublicofKorea
118,84,kwt,Kuwait
118,94,kwt,Kuwait
120,109,lao,LaoPeoplesDemocraticRepublic
120,125,lao,LaoPeoplesDemocraticRepublic
120,126,lao,LaoPeoplesDemocraticRepublic
120,146,lao,LaoPeoplesDemocraticRepublic
121,75,lbn,Lebanon
121,95,lbn,Lebanon
121,99,lbn,Lebanon
123,142,lbr,Liberia
124,80,lby,Libya
124,144,lby,Libya
124,151,lby,Libya
189,143,lca,SaintLucia
125,32,lie,Liechtenstein
38,154,lka,SriLanka
122,194,lso,Lesotho
122,198,lso,Lesotho
126,20,ltu,Lithuania
126,25,ltu,Lithuania
126,33,ltu,Lithuania
126,35,ltu,Lithuania
256,32,lux,Luxembourg
119,20,lva,Latvia
119,22,lva,Latvia
119,25,lva,Latvia
119,35,lva,Latvia
301,108,mac,Macao(notlisted)
143,80,mar,Morocco
143,86,mar,Morocco
143,144,mar,Morocco
146,47,mda,RepublicofMoldova
146,49,mda,RepublicofMoldova
146,54,mda,RepublicofMoldova
129,177,mdg,Madagascar
138,91,mex,Mexico
138,96,mex,Mexico
138,105,mex,Mexico
138,111,mex,Mexico
138,114,mex,Mexico
138,115,mex,Mexico
138,130,mex,Mexico
138,131,mex,Mexico
138,132,mex,Mexico
138,133,mex,Mexico
138,134,mex,Mexico
138,135,mex,Mexico
138,136,mex,Mexico
138,217,mex,Mexico
138,221,mex,Mexico
138,231,mex,Mexico
127,150,mhl,MarshallIslands
154,55,mkd,TheformerYugoslavRepublicofMacedonia
133,142,mli,Mali
133,144,mli,Mali
133,149,mli,Mali
133,152,mli,Mali
133,160,mli,Mali
134,63,mlt,Malta
28,110,mmr,Myanmar
28,116,mmr,Myanmar
28,125,mmr,Myanmar
28,127,mmr,Myanmar
28,137,mmr,Myanmar
28,138,mmr,Myanmar
28,139,mmr,Myanmar
28,146,mmr,Myanmar
273,54,mne,Montenegro
273,55,mne,Montenegro
141,42,mng,Mongolia
141,43,mng,Mongolia
141,48,mng,Mongolia
141,56,mng,Mongolia
163,121,mnp,NorthernMarianaIslands
144,171,moz,Mozambique
144,188,moz,Mozambique
144,190,moz,Mozambique
144,198,moz,Mozambique
144,199,moz,Mozambique
136,86,mrt,Mauritania
136,144,mrt,Mauritania
136,149,mrt,Mauritania
136,152,mrt,Mauritania
142,101,msr,Montserrat
135,143,mtq,Martinique
137,177,mus,Mauritius
130,171,mwi,Malawi
130,188,mwi,Malawi
131,139,mys,Malaysia
131,159,mys,Malaysia
131,165,mys,Malaysia
270,177,myt,Mayotte
147,182,nam,Namibia
147,188,nam,Namibia
147,194,nam,Namibia
147,196,nam,Namibia
147,197,nam,Namibia
153,185,ncl,NewCaledonia
158,144,ner,Niger
158,149,ner,Niger
158,151,ner,Niger
161,189,nfk,NorfolkIsland
159,142,nga,Nigeria
159,149,nga,Nigeria
159,151,nga,Nigeria
159,162,nga,Nigeria
157,135,nic,Nicaragua
160,201,niu,Niue
150,28,nld,Netherlands
150,32,nld,Netherlands
150,36,nld,Netherlands
162,8,nor,Norway
162,12,nor,Norway
149,110,npl,Nepal
156,201,nzl,NewZealand
156,216,nzl,NewZealand
221,94,omn,Oman
165,58,pak,Pakistan
165,85,pak,Pakistan
165,89,pak,Pakistan
165,97,pak,Pakistan
165,102,pak,Pakistan
165,104,pak,Pakistan
165,107,pak,Pakistan
166,135,pan,Panama
166,143,pan,Panama
166,157,pan,Panama
172,26,pcn,PitcairnIslands
170,156,per,Peru
170,157,per,Peru
170,180,per,Peru
170,200,per,Peru
170,207,per,Peru
171,119,phl,Philippines
180,158,plw,Palau
168,167,png,PapuaNewGuinea
168,173,png,PapuaNewGuinea
168,176,png,PapuaNewGuinea
168,178,png,PapuaNewGuinea
168,181,png,PapuaNewGuinea
168,185,png,PapuaNewGuinea
173,21,pol,Poland
173,29,pol,Poland
173,30,pol,Poland
173,31,pol,Poland
173,33,pol,Poland
173,35,pol,Poland
173,49,pol,Poland
173,54,pol,Poland
177,101,pri,PuertoRico
116,37,prk,DemocraticPeoplesRepublicofKorea
116,65,prk,DemocraticPeoplesRepublicofKorea
116,66,prk,DemocraticPeoplesRepublicofKorea
174,60,prt,Portugal
174,71,prt,Portugal
174,74,prt,Portugal
174,81,prt,Portugal
174,86,prt,Portugal
169,206,pry,Paraguay
299,75,pse,OccupiedPalestinianTerritory
299,95,pse,OccupiedPalestinianTerritory
70,41,pyf,FrenchPolynesia
179,94,qat,Qatar
182,41,reu,Reunion
183,54,rom,Romania
183,55,rom,Romania
185,1,rus,RussianFederation
185,3,rus,RussianFederation
185,4,rus,RussianFederation
185,5,rus,RussianFederation
185,6,rus,RussianFederation
185,8,rus,RussianFederation
185,9,rus,RussianFederation
185,13,rus,RussianFederation
185,14,rus,RussianFederation
185,17,rus,RussianFederation
185,18,rus,RussianFederation
185,20,rus,RussianFederation
185,22,rus,RussianFederation
185,25,rus,RussianFederation
185,33,rus,RussianFederation
185,35,rus,RussianFederation
185,37,rus,RussianFederation
185,38,rus,RussianFederation
185,39,rus,RussianFederation
185,42,rus,RussianFederation
185,43,rus,RussianFederation
185,45,rus,RussianFederation
185,47,rus,RussianFederation
185,48,rus,RussianFederation
185,53,rus,RussianFederation
185,56,rus,RussianFederation
185,70,rus,RussianFederation
185,72,rus,RussianFederation
185,76,rus,RussianFederation
184,87,rwa,Rwanda
184,183,rwa,Rwanda
194,84,sau,SaudiArabia
194,93,sau,SaudiArabia
194,94,sau,SaudiArabia
194,98,sau,SaudiArabia
194,99,sau,SaudiArabia
186,54,scg,SerbiaandMontenegro
186,55,scg,SerbiaandMontenegro
206,87,sdn,Sudan(former)
206,100,sdn,Sudan(former)
206,144,sdn,Sudan(former)
206,151,sdn,Sudan(former)
206,179,sdn,Sudan(former)
206,183,sdn,Sudan(former)
195,142,sen,Senegal
195,152,sen,Senegal
200,139,sgp,Singapore
200,163,sgp,Singapore
187,182,shn,SaintHelenaandAscensionandTristandaCunha
260,1,sjm,SvalbardandJanMayenIslands
25,173,slb,SolomonIslands
25,176,slb,SolomonIslands
25,185,slb,SolomonIslands
197,142,sle,SierraLeone
197,149,sle,SierraLeone
60,135,slv,ElSalvador
192,50,smr,SanMarino
201,100,som,Somalia
201,170,som,Somalia
201,171,som,Somalia
201,179,som,Somalia
190,19,spm,SaintPierreandMiquelon
272,54,srb,Serbia
272,55,srb,Serbia
193,162,stp,SaoTomeandPrincipe
207,156,sur,Suriname
207,161,sur,Suriname
199,29,svk,Slovakia
199,30,svk,Slovakia
199,54,svk,Slovakia
198,54,svn,Slovenia
198,55,svn,Slovenia
210,8,swe,Sweden
210,12,swe,Sweden
210,21,swe,Sweden
209,198,swz,Swaziland
196,177,syc,Seychelles
212,75,syr,SyrianArabRepublic
212,84,syr,SyrianArabRepublic
212,95,syr,SyrianArabRepublic
212,99,syr,SyrianArabRepublic
224,101,tca,TurksandCaicosIslands
39,144,tcd,Chad
39,149,tcd,Chad
39,151,tcd,Chad
217,142,tgo,Togo
217,160,tgo,Togo
216,125,tha,Thailand
216,127,tha,Thailand
216,139,tha,Thailand
216,146,tha,Thailand
216,148,tha,Thailand
208,58,tjk,Tajikistan
208,76,tjk,Tajikistan
208,85,tjk,Tajikistan
213,52,tkm,Turkmenistan
213,58,tkm,Turkmenistan
176,158,tls,Timor-Leste
176,175,tls,Timor-Leste
219,176,ton,Tonga
220,143,tto,TrinidadandTobago
222,80,tun,Tunisia
222,144,tun,Tunisia
223,55,tur,Turkey
223,70,tur,Turkey
223,72,tur,Turkey
223,75,tur,Turkey
223,84,tur,Turkey
223,99,tur,Turkey
303,78,twn,Taiwan(notlisted)
303,103,twn,Taiwan(notlisted)
215,87,tza,UnitedRepublicofTanzania
215,171,tza,UnitedRepublicofTanzania
215,179,tza,UnitedRepublicofTanzania
215,183,tza,UnitedRepublicofTanzania
215,188,tza,UnitedRepublicofTanzania
226,87,uga,Uganda
226,179,uga,Uganda
226,183,uga,Uganda
230,30,ukr,Ukraine
230,39,ukr,Ukraine
230,47,ukr,Ukraine
230,49,ukr,Ukraine
230,53,ukr,Ukraine
230,54,ukr,Ukraine
234,195,ury,Uruguay
234,206,ury,Uruguay
231,7,usa,UnitedStatesofAmerica
231,23,usa,UnitedStatesofAmerica
231,27,usa,UnitedStatesofAmerica
231,96,usa,UnitedStatesofAmerica
231,101,usa,UnitedStatesofAmerica
231,150,usa,UnitedStatesofAmerica
231,217,usa,UnitedStatesofAmerica
231,218,usa,UnitedStatesofAmerica
231,219,usa,UnitedStatesofAmerica
231,220,usa,UnitedStatesofAmerica
231,221,usa,UnitedStatesofAmerica
231,222,usa,UnitedStatesofAmerica
231,223,usa,UnitedStatesofAmerica
231,224,usa,UnitedStatesofAmerica
231,225,usa,UnitedStatesofAmerica
231,226,usa,UnitedStatesofAmerica
231,227,usa,UnitedStatesofAmerica
231,228,usa,UnitedStatesofAmerica
231,229,usa,UnitedStatesofAmerica
231,230,usa,UnitedStatesofAmerica
231,231,usa,UnitedStatesofAmerica
231,232,usa,UnitedStatesofAmerica
231,233,usa,UnitedStatesofAmerica
231,234,usa,UnitedStatesofAmerica
235,45,uzb,Uzbekistan
235,52,uzb,Uzbekistan
235,58,uzb,Uzbekistan
235,76,uzb,Uzbekistan
191,143,vct,SaintVincentandtheGrenadines
236,143,ven,Venezuela(BolivarianRepublicof)
236,156,ven,Venezuela(BolivarianRepublicof)
236,161,ven,Venezuela(BolivarianRepublicof)
236,166,ven,Venezuela(BolivarianRepublicof)
240,101,vir,UnitedStatesVirginIslands
237,108,vnm,VietNam
237,109,vnm,VietNam
237,112,vnm,VietNam
237,125,vnm,VietNam
237,126,vnm,VietNam
237,148,vnm,VietNam
155,185,vut,Vanuatu
243,176,wlf,WallisandFutunaIslands
244,176,wsm,Samoa
249,93,yem,Yemen
249,94,yem,Yemen
249,100,yem,Yemen
202,194,zaf,SouthAfrica
202,196,zaf,SouthAfrica
202,198,zaf,SouthAfrica
202,199,zaf,SouthAfrica
202,204,zaf,SouthAfrica
251,179,zmb,Zambia
251,183,zmb,Zambia
251,188,zmb,Zambia
181,188,zwe,Zimbabwe
181,190,zwe,Zimbabwe
181,197,zwe,Zimbabwe
181,199,zwe,Zimbabwe
