# ../emissions-data/level1//L114.bcoc_tgej_R_en_S_F_2000.csv
# Written by L114.bcoc_en_R_S_T_Y.R
# Fri Mar 14 14:55:24 2014
# " BC / OC emissions factors by GCAM region / sector / technology / 2000 "
# " Unit = Tg / EJ "
"GCAM_region_ID","Non.CO2","supplysector","subsector","stub.technology","X2000"
3,"OC","resid others","biomass","biomass",0
3,"OC","resid others","coal","coal",0
3,"OC","resid others","gas","gas",0.000900320072619431
3,"OC","resid others","refined liquids","refined liquids",0.053109346609829
3,"OC","transportation","refined liquids","refined liquids",0.0196346264394873
4,"BC","comm heating","coal","coal",5.7845646872602
4,"BC","comm heating","refined liquids","refined liquids",0.141076044351613
4,"BC","comm others","biomass","biomass",0.667933421821945
4,"BC","comm others","coal","coal",5.7845646872602
4,"BC","comm others","refined liquids","refined liquids",0.141076044351613
4,"BC","electricity","coal","coal (conv pul)",0.000127226448856724
4,"BC","electricity","gas","gas (steam/CT)",1.09572440699034e-05
4,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.00143811816195146
4,"BC","industrial energy use","biomass","biomass",0.00658290835751704
4,"BC","industrial energy use","coal","coal",0.0516930900236766
4,"BC","industrial energy use","gas","gas",1.21143326555368e-06
4,"BC","industrial energy use","refined liquids","refined liquids",0.0659890539822542
4,"BC","N fertilizer","gas","gas",1.21143326555368e-06
4,"BC","resid others","biomass","biomass",0
4,"BC","resid others","coal","coal",0
4,"BC","resid others","refined liquids","refined liquids",0.150807983463437
4,"BC","transportation","coal","coal",0
4,"BC","transportation","refined liquids","refined liquids",0.0326920898572775
4,"OC","comm heating","coal","coal",4.71012245117271
4,"OC","comm heating","refined liquids","refined liquids",0.0722042746681479
4,"OC","comm others","biomass","biomass",3.69636453856438
4,"OC","comm others","coal","coal",4.71012245117271
4,"OC","comm others","refined liquids","refined liquids",0.0722042746681479
4,"OC","electricity","coal","coal (conv pul)",6.21564330292391e-05
4,"OC","electricity","gas","gas (steam/CT)",5.47862203495168e-05
4,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.000544530177826282
4,"OC","industrial energy use","biomass","biomass",0.0188625643321162
4,"OC","industrial energy use","coal","coal",0.0410233778278114
4,"OC","industrial energy use","gas","gas",8.48003285887574e-06
4,"OC","industrial energy use","refined liquids","refined liquids",0.0210290850638346
4,"OC","N fertilizer","gas","gas",8.48003285887574e-06
4,"OC","resid others","biomass","biomass",0
4,"OC","resid others","coal","coal",0
4,"OC","resid others","refined liquids","refined liquids",0.0816876577093619
4,"OC","transportation","coal","coal",0
4,"OC","transportation","refined liquids","refined liquids",0.0252300601101929
5,"BC","comm heating","coal","coal",10.2016883335348
5,"BC","comm heating","refined liquids","refined liquids",0.24880244471512
5,"BC","comm others","biomass","biomass",1.17797085267039
5,"BC","comm others","coal","coal",10.2016883335348
5,"BC","comm others","gas","gas",0
5,"BC","comm others","refined liquids","refined liquids",0.24880244471512
5,"BC","electricity","biomass","biomass (conv)",0.0218210347768579
5,"BC","electricity","coal","coal (conv pul)",0.000180853726632709
5,"BC","electricity","gas","gas (steam/CT)",1.55758369542942e-05
5,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.00204429999630033
5,"BC","industrial energy use","biomass","biomass",0.0134476690281658
5,"BC","industrial energy use","gas","gas",2.47473498340186e-06
5,"BC","industrial energy use","refined liquids","refined liquids",0.13480348035254
5,"BC","N fertilizer","gas","gas",2.47473498340186e-06
5,"BC","resid others","biomass","biomass",0
5,"BC","resid others","coal","coal",0
5,"BC","resid others","refined liquids","refined liquids",0.265965743090611
5,"BC","transportation","refined liquids","refined liquids",0.0246946155379535
5,"OC","comm heating","coal","coal",8.30679642419354
5,"OC","comm heating","refined liquids","refined liquids",0.127339833909313
5,"OC","comm others","biomass","biomass",6.51892770299795
5,"OC","comm others","coal","coal",8.30679642419354
5,"OC","comm others","gas","gas",0.00272604692939598
5,"OC","comm others","refined liquids","refined liquids",0.127339833909313
5,"OC","electricity","biomass","biomass (conv)",0.0477874904084224
5,"OC","electricity","coal","coal (conv pul)",8.83560191182702e-05
5,"OC","electricity","gas","gas (steam/CT)",7.78791847714709e-05
5,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.000774055338404979
5,"OC","industrial energy use","biomass","biomass",0.0385327439460905
5,"OC","industrial energy use","gas","gas",1.7323144883813e-05
5,"OC","industrial energy use","refined liquids","refined liquids",0.042958546670435
5,"OC","N fertilizer","gas","gas",1.7323144883813e-05
5,"OC","resid others","biomass","biomass",0
5,"OC","resid others","coal","coal",0
5,"OC","resid others","refined liquids","refined liquids",0.144064777507414
5,"OC","transportation","refined liquids","refined liquids",0.0167699457377879
6,"BC","comm heating","biomass","biomass",0.214469942058754
6,"BC","comm heating","gas","gas",0
6,"BC","comm heating","refined liquids","refined liquids",0.0452987828868282
6,"BC","comm others","coal","coal",1.85739358561777
6,"BC","comm others","gas","gas",0
6,"BC","comm others","refined liquids","refined liquids",0.0452987828868282
6,"BC","electricity","coal","coal (conv pul)",9.33584105508279e-05
6,"BC","electricity","gas","gas (steam/CT)",8.04039489882847e-06
6,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.0010552870648403
6,"BC","industrial energy use","biomass","biomass",0.00256603913336953
6,"BC","industrial energy use","coal","coal",0.0201501349740163
6,"BC","industrial energy use","gas","gas",4.72220635325521e-07
6,"BC","industrial energy use","refined liquids","refined liquids",0.0257227483197666
6,"BC","N fertilizer","gas","gas",4.72220635325521e-07
6,"BC","resid heating","biomass","biomass",0
6,"BC","resid heating","gas","gas",7.41078863426053e-05
6,"BC","resid heating","refined liquids","refined liquids",0.0484236578358001
6,"BC","resid others","coal","coal",0
6,"BC","resid others","gas","gas",7.41078863426053e-05
6,"BC","resid others","refined liquids","refined liquids",0.0484236578358001
6,"BC","transportation","coal","coal",0
6,"BC","transportation","gas","gas",0
6,"BC","transportation","refined liquids","refined liquids",0.0108629004302396
6,"OC","comm heating","biomass","biomass",1.18688339662881
6,"OC","comm heating","gas","gas",0.00049632393337375
6,"OC","comm heating","refined liquids","refined liquids",0.0231844164381404
6,"OC","comm others","coal","coal",1.51239578106025
6,"OC","comm others","gas","gas",0.00049632393337375
6,"OC","comm others","refined liquids","refined liquids",0.0231844164381404
6,"OC","electricity","coal","coal (conv pul)",4.56102158416258e-05
6,"OC","electricity","gas","gas (steam/CT)",4.02019744941423e-05
6,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.00039957471387157
6,"OC","industrial energy use","biomass","biomass",0.00735268905523194
6,"OC","industrial energy use","coal","coal",0.0159910463843785
6,"OC","industrial energy use","gas","gas",3.30554444727865e-06
6,"OC","industrial energy use","refined liquids","refined liquids",0.00819720589777581
6,"OC","N fertilizer","gas","gas",3.30554444727865e-06
6,"OC","resid heating","biomass","biomass",0
6,"OC","resid heating","gas","gas",0.000444647318055631
6,"OC","resid heating","refined liquids","refined liquids",0.026229481327725
6,"OC","resid others","coal","coal",0
6,"OC","resid others","gas","gas",0.000444647318055631
6,"OC","resid others","refined liquids","refined liquids",0.026229481327725
6,"OC","transportation","coal","coal",0
6,"OC","transportation","gas","gas",0
6,"OC","transportation","refined liquids","refined liquids",0.00834621279282149
7,"BC","comm cooling","gas","gas",0
7,"BC","comm heating","biomass","biomass",0.38999102044393
7,"BC","comm heating","gas","gas",0
7,"BC","comm heating","refined liquids","refined liquids",0.0823710697793846
7,"BC","comm others","gas","gas",0
7,"BC","comm others","refined liquids","refined liquids",0.0823710697793846
7,"BC","electricity","biomass","biomass (conv)",0.0113159023019105
7,"BC","electricity","coal","coal (conv pul)",9.37867118786956e-05
7,"BC","electricity","gas","gas (steam/CT)",8.0772819001327e-06
7,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.00106012841602105
7,"BC","industrial energy use","biomass","biomass",0.00425358368388994
7,"BC","industrial energy use","coal","coal",0.0334017841891239
7,"BC","industrial energy use","gas","gas",7.82774496108012e-07
7,"BC","industrial energy use","refined liquids","refined liquids",0.0426392026274721
7,"BC","N fertilizer","gas","gas",7.82774496108013e-07
7,"BC","resid heating","biomass","biomass",0
7,"BC","resid heating","gas","gas",0.000134757392762189
7,"BC","resid heating","refined liquids","refined liquids",0.0880533260359529
7,"BC","resid others","biomass","biomass",0
7,"BC","resid others","gas","gas",0.000134757392762189
7,"BC","resid others","refined liquids","refined liquids",0.0880533260359529
7,"BC","transportation","gas","gas",0
7,"BC","transportation","refined liquids","refined liquids",0.0431635196713868
7,"OC","comm cooling","gas","gas",0.000902512843474112
7,"OC","comm heating","biomass","biomass",2.15822255816353
7,"OC","comm heating","gas","gas",0.000902512843474112
7,"OC","comm heating","refined liquids","refined liquids",0.0421584215406298
7,"OC","comm others","gas","gas",0.000902512843474112
7,"OC","comm others","refined liquids","refined liquids",0.0421584215406298
7,"OC","electricity","biomass","biomass (conv)",0.024781527468564
7,"OC","electricity","coal","coal (conv pul)",4.58194622918818e-05
7,"OC","electricity","gas","gas (steam/CT)",4.03864095006634e-05
7,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.000401407846842921
7,"OC","industrial energy use","biomass","biomass",0.0121881532480693
7,"OC","industrial energy use","coal","coal",0.0265074889561804
7,"OC","industrial energy use","gas","gas",5.47942147275609e-06
7,"OC","industrial energy use","refined liquids","refined liquids",0.0135880629437167
7,"OC","N fertilizer","gas","gas",5.47942147275609e-06
7,"OC","resid heating","biomass","biomass",0
7,"OC","resid heating","gas","gas",0.000808544356573134
7,"OC","resid heating","refined liquids","refined liquids",0.0476955516028078
7,"OC","resid others","biomass","biomass",0
7,"OC","resid others","gas","gas",0.000808544356573134
7,"OC","resid others","refined liquids","refined liquids",0.0476955516028078
7,"OC","transportation","gas","gas",0
7,"OC","transportation","refined liquids","refined liquids",0.0301007636033362
8,"BC","comm cooling","gas","gas",0
8,"BC","comm heating","gas","gas",0
8,"BC","comm heating","refined liquids","refined liquids",0.0101239024358078
8,"BC","comm others","gas","gas",0
8,"BC","comm others","refined liquids","refined liquids",0.0101239024358078
8,"BC","district heat","biomass","biomass",0
8,"BC","electricity","biomass","biomass (conv)",0.00270006731843342
8,"BC","electricity","coal","coal (conv pul)",2.23782804844686e-05
8,"BC","electricity","gas","gas (steam/CT)",1.92730586553756e-06
8,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.000252955355487449
8,"BC","industrial energy use","biomass","biomass",0.00283746067273406
8,"BC","industrial energy use","coal","coal",0.0222815056853697
8,"BC","industrial energy use","gas","gas",5.22169542999211e-07
8,"BC","industrial energy use","refined liquids","refined liquids",0.0284435594932383
8,"BC","N fertilizer","gas","gas",5.22169542999211e-07
8,"BC","resid heating","biomass","biomass",0
8,"BC","resid heating","gas","gas",1.65624982227641e-05
8,"BC","resid heating","refined liquids","refined liquids",0.0108222860808282
8,"BC","resid others","coal","coal",0
8,"BC","resid others","gas","gas",1.65624982227641e-05
8,"BC","resid others","refined liquids","refined liquids",0.0108222860808282
8,"BC","transportation","gas","gas",0
8,"BC","transportation","refined liquids","refined liquids",0.00935617415557136
8,"OC","comm cooling","gas","gas",0.000110924284446796
8,"OC","comm heating","gas","gas",0.000110924284446796
8,"OC","comm heating","refined liquids","refined liquids",0.0051815248687205
8,"OC","comm others","gas","gas",0.000110924284446796
8,"OC","comm others","refined liquids","refined liquids",0.0051815248687205
8,"OC","district heat","biomass","biomass",0
8,"OC","electricity","biomass","biomass (conv)",0.00591307618548745
8,"OC","electricity","coal","coal (conv pul)",1.09329003893587e-05
8,"OC","electricity","gas","gas (steam/CT)",9.63652932768779e-06
8,"OC","electricity","refined liquids","refined liquids (steam/CT)",9.57792122719467e-05
8,"OC","industrial energy use","biomass","biomass",0.00813041615841107
8,"OC","industrial energy use","coal","coal",0.017682491526136
8,"OC","industrial energy use","gas","gas",3.65518680099447e-06
8,"OC","industrial energy use","refined liquids","refined liquids",0.00906426135859442
8,"OC","N fertilizer","gas","gas",3.65518680099447e-06
8,"OC","resid heating","biomass","biomass",0
8,"OC","resid heating","gas","gas",9.93749893365843e-05
8,"OC","resid heating","refined liquids","refined liquids",0.00586207162711526
8,"OC","resid others","coal","coal",0
8,"OC","resid others","gas","gas",9.93749893365843e-05
8,"OC","resid others","refined liquids","refined liquids",0.00586207162711526
8,"OC","transportation","gas","gas",0
8,"OC","transportation","refined liquids","refined liquids",0.00787001126202999
9,"BC","comm cooling","gas","gas",0
9,"BC","comm heating","biomass","biomass",0.222234853008459
9,"BC","comm heating","coal","coal",1.92464075159558
9,"BC","comm heating","gas","gas",0
9,"BC","comm heating","refined liquids","refined liquids",0.0469388309600911
9,"BC","comm others","coal","coal",1.92464075159558
9,"BC","comm others","gas","gas",0
9,"BC","comm others","refined liquids","refined liquids",0.0469388309600911
9,"BC","electricity","biomass","biomass (conv)",0.00557995657584323
9,"BC","electricity","coal","coal (conv pul)",4.62469333608409e-05
9,"BC","electricity","gas","gas (steam/CT)",3.98296848550694e-06
9,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.000522757299275743
9,"BC","industrial energy use","biomass","biomass",0.0050193296011249
9,"BC","industrial energy use","gas","gas",9.23692465297278e-07
9,"BC","industrial energy use","refined liquids","refined liquids",0.0503152700926081
9,"BC","N fertilizer","gas","gas",9.23692465297278e-07
9,"BC","resid heating","biomass","biomass",0
9,"BC","resid heating","gas","gas",7.67909715926753e-05
9,"BC","resid heating","refined liquids","refined liquids",0.0501768423955785
9,"BC","resid others","biomass","biomass",0
9,"BC","resid others","gas","gas",7.67909715926753e-05
9,"BC","resid others","refined liquids","refined liquids",0.0501768423955785
9,"BC","transportation","refined liquids","refined liquids",0.0242379025895341
9,"OC","comm cooling","gas","gas",0.000514293403164528
9,"OC","comm heating","biomass","biomass",1.22985465774839
9,"OC","comm heating","coal","coal",1.56715225857833
9,"OC","comm heating","gas","gas",0.000514293403164528
9,"OC","comm heating","refined liquids","refined liquids",0.0240238111213064
9,"OC","comm others","coal","coal",1.56715225857833
9,"OC","comm others","gas","gas",0.000514293403164528
9,"OC","comm others","refined liquids","refined liquids",0.0240238111213064
9,"OC","electricity","biomass","biomass (conv)",0.012219957672691
9,"OC","electricity","coal","coal (conv pul)",2.25939216419375e-05
9,"OC","electricity","gas","gas (steam/CT)",1.99148424275346e-05
9,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.000197937229822854
9,"OC","industrial energy use","biomass","biomass",0.0143823098186079
9,"OC","industrial energy use","gas","gas",6.46584725708094e-06
9,"OC","industrial energy use","refined liquids","refined liquids",0.016034236451879
9,"OC","N fertilizer","gas","gas",6.46584725708094e-06
9,"OC","resid heating","biomass","biomass",0
9,"OC","resid heating","gas","gas",0.000460745829556051
9,"OC","resid heating","refined liquids","refined liquids",0.0271791229642717
9,"OC","resid others","biomass","biomass",0
9,"OC","resid others","gas","gas",0.000460745829556051
9,"OC","resid others","refined liquids","refined liquids",0.0271791229642717
9,"OC","transportation","refined liquids","refined liquids",0.0126081452191542
10,"BC","comm heating","biomass","biomass",0.214649380417013
10,"BC","comm heating","coal","coal",1.85894759198549
10,"BC","comm heating","gas","gas",0
10,"BC","comm others","biomass","biomass",0.214649380417013
10,"BC","comm others","coal","coal",1.85894759198549
10,"BC","comm others","gas","gas",0
10,"BC","comm others","refined liquids","refined liquids",0.045336682553114
10,"BC","district heat","coal","coal",0
10,"BC","district heat","gas","gas",0
10,"BC","district heat","refined liquids","refined liquids",0
10,"BC","electricity","coal","coal (conv pul)",0.000131716054710792
10,"BC","electricity","gas","gas (steam/CT)",1.13439066511728e-05
10,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.0014888669156639
10,"BC","industrial energy use","biomass","biomass",0.00263112616633252
10,"BC","industrial energy use","coal","coal",0.0206612388313999
10,"BC","industrial energy use","gas","gas",4.84198410589172e-07
10,"BC","industrial energy use","refined liquids","refined liquids",0.026375200320991
10,"BC","N fertilizer","gas","gas",4.84198410589172e-07
10,"BC","resid heating","biomass","biomass",0
10,"BC","resid heating","coal","coal",0
10,"BC","resid heating","gas","gas",7.41698894248635e-05
10,"BC","resid others","coal","coal",0
10,"BC","resid others","gas","gas",7.41698894248634e-05
10,"BC","resid others","refined liquids","refined liquids",0.0484641719590359
10,"BC","transportation","coal","coal",0
10,"BC","transportation","gas","gas",0
10,"BC","transportation","refined liquids","refined liquids",0.0104401369644682
10,"OC","comm heating","biomass","biomass",1.18787641414023
10,"OC","comm heating","coal","coal",1.5136611416669
10,"OC","comm heating","gas","gas",0.00049673918760898
10,"OC","comm others","biomass","biomass",1.18787641414023
10,"OC","comm others","coal","coal",1.5136611416669
10,"OC","comm others","gas","gas",0.00049673918760898
10,"OC","comm others","refined liquids","refined liquids",0.023203813905137
10,"OC","district heat","coal","coal",0
10,"OC","district heat","gas","gas",0
10,"OC","district heat","refined liquids","refined liquids",0
10,"OC","electricity","coal","coal (conv pul)",6.43498282556539e-05
10,"OC","electricity","gas","gas (steam/CT)",5.67195332558641e-05
10,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.000563745725348469
10,"OC","industrial energy use","biomass","biomass",0.00753918843814511
10,"OC","industrial energy use","coal","coal",0.0163966558505779
10,"OC","industrial energy use","gas","gas",3.3893888741242e-06
10,"OC","industrial energy use","refined liquids","refined liquids",0.00840512626950152
10,"OC","N fertilizer","gas","gas",3.38938887412421e-06
10,"OC","resid heating","biomass","biomass",0
10,"OC","resid heating","coal","coal",0
10,"OC","resid heating","gas","gas",0.00044501933654918
10,"OC","resid others","coal","coal",0
10,"OC","resid others","gas","gas",0.00044501933654918
10,"OC","resid others","refined liquids","refined liquids",0.0262514264778111
10,"OC","transportation","coal","coal",0
10,"OC","transportation","gas","gas",0
10,"OC","transportation","refined liquids","refined liquids",0.00899186895733345
11,"BC","comm heating","coal","coal",0.922732445002223
11,"BC","comm heating","gas","gas",0
11,"BC","comm heating","refined liquids","refined liquids",0.022503930783677
11,"BC","comm others","biomass","biomass",0.106546278369718
11,"BC","comm others","coal","coal",0.922732445002223
11,"BC","comm others","gas","gas",0
11,"BC","comm others","refined liquids","refined liquids",0.022503930783677
11,"BC","district heat","biomass","biomass",0
11,"BC","district heat","coal","coal",0
11,"BC","district heat","gas","gas",0
11,"BC","district heat","refined liquids","refined liquids",0
11,"BC","electricity","biomass","biomass (conv)",0.0659285319317511
11,"BC","electricity","coal","coal (conv pul)",0.000546418664981279
11,"BC","electricity","gas","gas (steam/CT)",4.70597327077263e-05
11,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.00617650349593421
11,"BC","industrial energy use","biomass","biomass",0.00281712630790339
11,"BC","industrial energy use","coal","coal",0.0221218276077361
11,"BC","industrial energy use","gas","gas",5.18427469640152e-07
11,"BC","industrial energy use","refined liquids","refined liquids",0.028239721702154
11,"BC","N fertilizer","coal","coal",0.0221218276077361
11,"BC","N fertilizer","gas","gas",5.18427469640152e-07
11,"BC","N fertilizer","refined liquids","refined liquids",0.028239721702154
11,"BC","resid heating","coal","coal",0
11,"BC","resid heating","gas","gas",3.68159724941202e-05
11,"BC","resid heating","refined liquids","refined liquids",0.02405633385232
11,"BC","resid others","biomass","biomass",0
11,"BC","resid others","coal","coal",0
11,"BC","resid others","gas","gas",3.68159724941202e-05
11,"BC","resid others","refined liquids","refined liquids",0.02405633385232
11,"BC","transportation","coal","coal",0
11,"BC","transportation","gas","gas",0
11,"BC","transportation","refined liquids","refined liquids",0.018395815593138
11,"OC","comm heating","coal","coal",0.751341378410445
11,"OC","comm heating","gas","gas",0.00024656820186162
11,"OC","comm heating","refined liquids","refined liquids",0.0115177598499134
11,"OC","comm others","biomass","biomass",0.589630451501528
11,"OC","comm others","coal","coal",0.751341378410445
11,"OC","comm others","gas","gas",0.00024656820186162
11,"OC","comm others","refined liquids","refined liquids",0.0115177598499134
11,"OC","district heat","biomass","biomass",0
11,"OC","district heat","coal","coal",0
11,"OC","district heat","gas","gas",0
11,"OC","district heat","refined liquids","refined liquids",0
11,"OC","electricity","biomass","biomass (conv)",0.144381745391434
11,"OC","electricity","coal","coal (conv pul)",0.000266952630219861
11,"OC","electricity","gas","gas (steam/CT)",0.000235298663538631
11,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.0023386760809848
11,"OC","industrial energy use","biomass","biomass",0.00807215038226163
11,"OC","industrial energy use","coal","coal",0.0175557718019605
11,"OC","industrial energy use","gas","gas",3.62899228748107e-06
11,"OC","industrial energy use","refined liquids","refined liquids",0.00899930327859091
11,"OC","N fertilizer","coal","coal",0.0175557718019605
11,"OC","N fertilizer","gas","gas",3.62899228748107e-06
11,"OC","N fertilizer","refined liquids","refined liquids",0.00899930327859091
11,"OC","resid heating","coal","coal",0
11,"OC","resid heating","gas","gas",0.000220895834964721
11,"OC","resid heating","refined liquids","refined liquids",0.0130305141700067
11,"OC","resid others","biomass","biomass",0
11,"OC","resid others","coal","coal",0
11,"OC","resid others","gas","gas",0.000220895834964721
11,"OC","resid others","refined liquids","refined liquids",0.0130305141700067
11,"OC","transportation","coal","coal",0
11,"OC","transportation","gas","gas",0
11,"OC","transportation","refined liquids","refined liquids",0.012361951504908
12,"BC","comm heating","biomass","biomass",0.111921004210498
